station_key,n,dynamic_eligible,nse,r,rmse,logrmse,bias,observed_sd,predicted_sd
东江江口,24,True,-0.6589121765541197,-0.10852944527950563,0.581022784326414,0.2170430341495578,-0.33110058291106514,0.45110897303817354,0.11492403282836912
兴宁电站,24,True,-12.640044344173425,-0.02632116484830937,2.030793409708551,0.6319065775741929,-1.9500022533820773,0.5498672503937251,0.12505664825358923
庙咀里,24,True,-8.935422172024555,0.08021367255388692,1.242427674029687,0.5299102151589251,-1.1778080121811756,0.3941649048586419,0.07665629027458759
马头福水,19,True,-1.063410576725996,0.06923960934747003,0.4160956381626653,0.16661486450777319,0.24675423083112064,0.2896678774465279,0.18959325146369335
龙川城铁路桥,24,True,-1.9067230083789712,0.16331982070478215,0.71137608478503,0.2733563273904756,-0.5743226601493013,0.41725104853073763,0.15033277124647584
