station_key,n,dynamic_eligible,nse,r,rmse,logrmse,bias,observed_sd,predicted_sd
三溪桥,24,True,0.030944265237802582,0.24033329795169955,0.8011603680993754,0.25862847451441695,0.11124820517109436,0.8138513335097237,0.26898091533914964
北江石尾,24,True,-3.0632250652299113,0.10254153942378343,0.733337618063194,0.2548919807488989,-0.6092233162150545,0.3638048832211513,0.2261666796177683
十里亭,24,True,-5.060819317706042,0.006019998323667837,1.007562914568345,0.3705324490684199,0.8800831816918131,0.40926679019382395,0.27291412242076923
古市,19,True,-0.748391791684609,-0.09367346424820984,0.6631058710872603,0.2721436437123481,0.3774670687490861,0.5014914045214178,0.17197827304835683
官渡,24,True,-22.608430268869327,0.27543441055889595,1.708992051166911,0.5952569419952095,-1.6743992009764224,0.3517276309715927,0.14897536318043467
新坪山桥,19,True,-3.552993728108314,-0.148917307294067,0.7051899441609761,0.28241805989414975,0.570747807879585,0.33048943810364184,0.20522241774935984
滃江大站,24,True,-9.758902704041088,0.38561632970874565,1.9657136160477477,0.6491540995374869,-1.8845496465746265,0.5992889305019927,0.14887271159535548
石角,24,True,-1.3781797859249267,-0.33969857337605647,0.511442423183586,0.17314833049861306,-0.2506501120653764,0.33164572798226855,0.20585441554480263
连江西牛,24,True,-0.6340109972222823,-0.291192563448315,0.6163440919284418,0.24396067267624502,0.24133667756096952,0.48216507517884605,0.1895462904780513
长坝,24,True,-0.25871195808968506,-0.25939109733907867,0.5414264970125158,0.24961496843863523,0.07959207999459729,0.4825877870628537,0.13861366297417924
高桥,24,True,0.12020514172777652,0.41918773351372063,0.3413730358908321,0.1314003996321309,-0.03928081918902885,0.3639473023514378,0.22878669312618113
龙归,24,True,-0.5678692733097814,-0.10231161641825653,1.2058040049710812,0.42406251265839784,-0.708838527106359,0.9629900448025872,0.08550917749818854
