c0
306285.44538422086
167123.61214386136
110386.01910751793
189319.32000000001
135956.97
65617.380000000005
250652.464909731
122872.01694028666
4542.4799999999996
255073.21273366298
485961.28522387118
179660.88959964219
535350.82883675245
119443.58999999556
355316.21999999846
23286.509999998445
39060.449999999983
86453.819999998785
136477.41163397595
91946.069999999992
272490.81852349016
192801.65923387287
43341.209999999999
3706.02
31836.532796740732
270998.31590779813
129915.90000000001
87496.919999999998
18359.187649850443
153738.9008563734
121363.28999999932
435101.95820134477
190955.47829139
79025.939999999624
14105.34
232277.03999999093
66756.690000000002
29763.990000000002
234120.6370789787
