c0,c1,c2,c3
2942089.7945589074,19921746.706025653,3199565.6920011961,14572847.875734637
2735466.2010004665,18552666.153648917,2855036.822268656,14235268.490503
2621709.6852466897,17630309.542983185,2585427.5955821788,14019550.650170317
2605025.1130946535,17302206.846664604,2471578.6247453727,13798410.475379135
2969164.9440911268,20007439.754204825,2350683.1500818091,14071666.316251036
3054165.8113222797,20982562.022811495,2391591.1968998201,14146629.810195381
3186709.6500028893,20568694.461597096,2271707.4893990248,14132612.144529751
3141789.9607803333,19566591.534881961,2169271.396468122,13966128.405186675
3280536.2497514714,20623255.990664281,2308248.8551546475,13904331.981248582
3489204.3623220539,20603939.550222605,2464860.7287941836,13771308.594200615
3502354.4155216767,19363169.396926139,2335353.7420755015,13624170.546123672
3188410.5058832518,18179282.623497531,2230181.9901719345,13468636.628077213
2927838.6704356186,17399108.89327227,2305871.8271410684,13280778.795946524
3267199.0182453049,19127868.7423965,2797848.3030757252,13793971.848918762
4068608.6722379532,20197818.326058481,2721622.7053816137,14398504.209217234
4483009.8097573323,20422059.372972939,2774893.9924231647,14601973.249237273
3957753.5505404575,18942580.40097272,2534375.5131280106,14301528.941584758
3503574.9765589572,17758856.046370342,2347392.6569018392,14087007.783296356
3169442.9332482135,17357528.343357518,2222118.7539765672,14964279.885412239
3194786.7847957737,25951793.3603382,3187260.2574376203,29900518.893786848
3311677.5063236607,26237839.702091865,3129378.6196814869,27037969.099629451
3351982.2043495011,24825662.021397308,3163447.9736594409,23788533.630026966
3101694.3032673486,22273258.477216646,2826616.1687738108,20855546.599327579
2872575.7252666051,20195686.037621815,2568786.6696671848,18566316.839867514
3003036.7659599772,19075165.985956229,2406196.8392710742,19467555.562948741
2802871.9618323012,18448775.153818715,2432269.4317254024,18201012.803547516
2659400.9923121384,18017899.672021396,2347670.8459720132,22554634.314431451
2987320.7691469663,26801193.476474896,3124246.9106539106,27929076.242015481
2818834.5377555313,23957586.45175875,2848831.0100426553,24384259.52062602
2670097.0870969109,21962249.740912549,2590846.6689399676,23209564.710348904
2647781.1909515811,21973674.20335545,2691633.2235416058,27073906.77296472
