c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38
0.0073442863936559848,0.0073442654457859784,0.0073442262212125688,0.0073445333508167041,0.0073443442003617646,0.0073442174609730298,0.00734448419746916,0.0073441991322898527,0.007344203177080749,0.0073456377818529083,0.0073443189211844367,0.0073445795782072186,0.0073476027973928097,0.0073534757427447979,0.0073444015533717724,0.0073466724294381234,0.0073451267734331452,0.0073444937630824112,0.0073444559300715273,0.0073443625880679703,0.0073451373147945713,0.0073447992221246068,0.0073445305074144136,0.0073442824110697136,0.0073442647170277528,0.0073441812311301194,0.0073442109159869732,0.0073441982466988191,0.0073441879360116504,0.0074174794193382909,0.0073758143565911174,0.0073459908431490984,0.0073459243080050418,0.0073442850386771456,0.007344179765025027,0.0073442025061947721,0.0073441684041709301,0.0073441591550559189,0.0073441935215295745
0.0073442384259462361,0.0073442021295861597,0.0073441888887416634,0.0073444069467696509,0.0073442549381999575,0.0073441818375586596,0.0073443494015161068,0.0073441738348106553,0.0073441721511036829,0.0073450051939999974,0.0073442515818478221,0.0073443642317778529,0.0073466295766880935,0.0073505022779586128,0.007344316965257407,0.0073457373701035864,0.0073447617201543476,0.0073443605520337827,0.0073443393603013036,0.0073442699907950038,0.007344521800557887,0.0073444835364351964,0.0073443310876466789,0.0073442105670725906,0.0073442045156136039,0.0073441607097716379,0.0073441747009951449,0.0073441715406560729,0.0073441661447767714,0.0073938333325027838,0.0073634953328341156,0.0073451274501042515,0.0073449128311166862,0.0073442277302074319,0.0073441604017106298,0.0073441772776813167,0.0073441547744631346,0.00734415026084908,0.0073441762409333158
0.0073444413018074915,0.0073443568917047255,0.0073442321977849204,0.0073448083761556912,0.007344385106615405,0.0073442346519305719,0.0073445515316760066,0.0073442165866128162,0.0073442291743441258,0.0073451923809586678,0.0073443186680502348,0.0073446318602448865,0.0073488868750550759,0.007358915498510748,0.0073444867988825919,0.0073471024984439279,0.0073452586476360293,0.0073445310207546884,0.0073444301387046908,0.0073443071260132289,0.0073452176488567559,0.0073447877243399077,0.0073445548015413148,0.007344291800387019,0.0073442733489433414,0.0073441890933575232,0.0073442430729411361,0.0073442414176035312,0.0073442148420595548,0.0074027915221850865,0.007376910234638435,0.0073456818146529681,0.0073452104839800579,0.0073442664876894031,0.0073441805229266946,0.0073441958091864951,0.0073441737144341358,0.0073441691805282159,0.0073442292688998831
0.0073444016900637513,0.0073443318804104034,0.0073442435527047182,0.0073445031814696428,0.0073444353539071265,0.0073442588319127759,0.0073447032185164785,0.0073442350360159803,0.0073442411106415294,0.0073453112783081346,0.0073443501503497131,0.0073446511099911019,0.00734899973787311,0.0073572790481216963,0.0073443835990306587,0.0073468886377259053,0.0073450879815258616,0.0073444492256691052,0.0073444470294898251,0.0073443144669798005,0.0073451298694053157,0.0073447757397879128,0.0073445134204070794,0.0073442710086036433,0.0073442591596112571,0.0073441904844718268,0.0073442403257750642,0.007344211500849759,0.0073441994215567878,0.0074358411210451421,0.0073874364088756302,0.0073457761484560478,0.0073453967781605158,0.0073442606420710344,0.0073441682094621498,0.0073441905604248936,0.0073441675496459828,0.0073441601449339101,0.0073442041823639044
0.0073443364268038916,0.0073442573611297276,0.0073442448128283825,0.0073446082392722434,0.0073443781530277384,0.0073442243472621391,0.0073446534891413008,0.0073442114914750514,0.0073442037267837769,0.007345582064522873,0.0073443527161825397,0.0073445582904166449,0.0073478037478012887,0.0073529091251595038,0.007344396072031501,0.0073464091617381011,0.0073449372696000282,0.0073444379506062956,0.0073444613241349828,0.0073443337069712079,0.0073449192238073729,0.0073446999499379032,0.0073444550981360155,0.007344242567536653,0.0073442389262232781,0.0073441741604340161,0.007344202792687703,0.0073442014245465098,0.0073441981582203272,0.0073924391179224832,0.0073667629226918134,0.0073454121671754219,0.007345713328144092,0.0073442648595636005,0.007344169826459801,0.0073441979425625213,0.0073441724617295092,0.0073441626648206304,0.0073442169647078004
0.0073442501540985751,0.0073442154550424606,0.0073441929745073206,0.0073444819709818131,0.0073442842970893067,0.0073441899073423056,0.0073443875364134726,0.0073441753593126843,0.0073441769896625602,0.0073453308284285824,0.007344266664791866,0.0073444325721613371,0.007346534295663538,0.0073494624747927314,0.007344337007272099,0.0073457786480462658,0.0073447867574334092,0.0073443789300344942,0.0073443644216170294,0.0073442972420618606,0.0073447908561670707,0.0073446141925173338,0.0073444026739426897,0.0073442228115593519,0.0073442230192071198,0.0073441668772969365,0.0073441790872186682,0.0073441704256895172,0.0073441644306236837,0.0073780136261129732,0.0073590959114410931,0.0073453237455446407,0.0073454564995381489,0.0073442362324673601,0.0073441592180966001,0.0073441818202905872,0.0073441591353907683,0.0073441533119312733,0.0073441831496186133
0.007344223574720957,0.0073441926932860339,0.007344174030977587,0.0073443977910963481,0.0073442501018627458,0.0073441741703450941,0.0073443307206769465,0.0073441635535887598,0.0073441648784037441,0.0073449193965978319,0.0073442468658979172,0.0073443556324626546,0.0073464689175327877,0.0073494196504518385,0.0073443119705128151,0.0073456961606631959,0.0073447924926879011,0.0073443750419929111,0.0073443330643457403,0.0073442726999568752,0.0073445201779809149,0.0073444481984763247,0.0073443225033978966,0.0073441983232280482,0.0073442038022837582,0.0073441606673228851,0.0073441659542470734,0.0073441597637972445,0.0073441546589231421,0.0073655373923446274,0.0073575575308340423,0.0073452082145459572,0.0073450424441647601,0.007344235894523642,0.0073441610865008665,0.0073441775734851278,0.0073441515363952036,0.0073441464063443655,0.0073441650891667501
0.0073442616706528938,0.0073442154231990976,0.007344184132145869,0.0073443724205731978,0.0073442755553099282,0.007344184971298978,0.0073443737421690662,0.0073441734099535042,0.0073441776492854981,0.0073449164968047362,0.0073442502120767538,0.0073443951544653104,0.0073460297850838135,0.0073484456639366629,0.0073443008686455667,0.0073455128979595299,0.0073446818727282296,0.0073443406981146724,0.0073443090513696926,0.0073442469081287758,0.0073446838747219549,0.0073445082737427329,0.0073443651927719003,0.0073442097083289901,0.0073442144140895491,0.0073441651559922631,0.0073441766623097921,0.0073441643988673717,0.0073441580598695346,0.0073706263015335359,0.0073558251389802144,0.0073450348659699844,0.0073449177897470051,0.0073442130109818548,0.007344153309883617,0.0073441737384499495,0.0073441534334928761,0.0073441463690349365,0.0073441654693628469
0.007344253605948467,0.0073442038886576966,0.0073441717314205509,0.0073443997213806884,0.0073442751111510952,0.0073441815327491564,0.0073444031517835165,0.0073441735842627621,0.0073441723522547327,0.007344813942049444,0.0073442464680294845,0.0073443830656161405,0.0073460171667179882,0.0073482910277717231,0.0073442982435279599,0.007345542877531701,0.0073447044233846352,0.0073443524666746921,0.0073443081981846986,0.0073442583817947644,0.0073445785021811934,0.0073444728051075452,0.0073443454959926675,0.0073442051198887859,0.0073442105404842627,0.0073441627228041477,0.0073441708921399484,0.0073441637204502775,0.0073441604047248046,0.0073638874742319449,0.0073551078419668613,0.0073451059479592512,0.0073451014557003322,0.0073442207303129267,0.007344155413831697,0.0073441719469210407,0.0073441495561668482,0.0073441457910659062,0.0073441685536836526
0.0073442157721572811,0.00734418600499534,0.0073441579170766737,0.0073442892965912884,0.0073442198438701282,0.0073441683541946631,0.0073442554376836177,0.0073441590489730169,0.0073441639698021664,0.0073444818174144225,0.0073441969839851953,0.0073442788986225723,0.00734534720768439,0.0073465006162604651,0.0073442454615014405,0.0073449853426042142,0.0073445323049522093,0.0073442984745606217,0.0073442384185952577,0.0073442175803479703,0.0073444429141712583,0.0073443351203201371,0.0073442799516934597,0.007344187541578266,0.0073441917071873537,0.0073441591961146482,0.0073441633596671076,0.0073441515935938886,0.0073441475927352208,0.0073528195003358847,0.0073490062492665561,0.0073447422900141451,0.0073446796454678864,0.0073441989000424786,0.0073441503437212258,0.0073441605299811403,0.0073441451422376286,0.0073441430043094218,0.0073441584419647425
0.0073442586326549104,0.0073442216668641947,0.0073441628621735821,0.0073443297798781821,0.0073442766792531948,0.007344184927025578,0.0073443434404200231,0.0073441710979946506,0.0073441790006412884,0.0073447407522363338,0.0073442215113804646,0.0073444028492584109,0.0073460359025237423,0.0073483612224447287,0.0073442780890730858,0.0073455747160354311,0.007344738416309669,0.007344360386958417,0.0073442934998291971,0.0073442470761039295,0.007344657278996,0.0073445009837272562,0.0073443682064761829,0.007344209001484127,0.0073442156374819599,0.007344165491809866,0.0073441787741362619,0.0073441668284250855,0.0073441590942308795,0.0073651529018187072,0.0073546651832430135,0.0073450715449665397,0.0073448963969994239,0.0073442194193359574,0.0073441574168237244,0.0073441667443459296,0.0073441460716861797,0.007344143739410604,0.0073441620264006911
0.0073442417481011223,0.0073442030978892944,0.0073441672358039922,0.0073443652896641931,0.0073442637957857656,0.0073441794830433277,0.0073443349953259763,0.007344166927862608,0.0073441712201319648,0.0073448608169930834,0.007344236047700123,0.0073443818961703216,0.0073460169409947712,0.0073485670124975354,0.0073442955370238792,0.007345660191124633,0.0073447691178032942,0.0073443760697345113,0.0073443181008336078,0.0073442742952976453,0.0073446516495370932,0.007344493847874594,0.0073443712626087313,0.0073442134714787688,0.0073442179175448718,0.0073441642588351029,0.0073441714174266055,0.0073441608362722344,0.0073441564676538073,0.0073701228763165538,0.0073573706776539158,0.0073452102721273029,0.0073451142480766458,0.0073442369641223979,0.0073441628078797462,0.0073441751819408535,0.0073441491430524704,0.0073441453294391433,0.007344165958750269
0.0073442132735012152,0.0073441808208879692,0.0073441529085660111,0.0073443116141395188,0.0073442172493965868,0.0073441650009166875,0.0073442575651955612,0.0073441571232614467,0.0073441601755970193,0.0073444821449297525,0.0073441929610025261,0.0073442836850005026,0.0073455929308092281,0.0073471331033473173,0.0073442542044313674,0.0073451993955093902,0.0073445810424250082,0.0073443031501027036,0.0073442381824712633,0.0073442127392927305,0.0073444418685949774,0.0073443615731257897,0.0073442884766234083,0.007344186766543255,0.007344191351635867,0.0073441556503777098,0.0073441597581693921,0.0073441516639389534,0.0073441478413982476,0.0073587082803765504,0.0073510118392582889,0.0073447875542193616,0.0073446571590838989,0.0073441979970314238,0.0073441503194906187,0.0073441600392796774,0.0073441438261705643,0.007344142386502551,0.0073441588330755763
0.0073441623396453617,0.0073441709404487559,0.0073441531974470049,0.0073442805070060881,0.0073441989026014568,0.0073441616026244921,0.0073442318065567481,0.0073441558025126984,0.0073441595289781021,0.0073444633381596494,0.0073441849498952234,0.0073442400650967328,0.0073451475271265557,0.0073461526057716905,0.0073442335114422353,0.0073449278304372019,0.0073445124508626199,0.0073442823422109893,0.0073442247696668354,0.0073442096259469861,0.0073443125935459125,0.007344314512272708,0.007344223362733087,0.0073441965910375417,0.007344165886226486,0.0073441496540503845,0.0073441583671563816,0.0073441517473289003,0.0073441475858977779,0.0073534232064674313,0.0073491174007288404,0.0073447655845976069,0.0073446522180850952,0.0073441911724899042,0.0073441491836941297,0.0073441575739174939,0.0073441431767757694,0.0073441420624137206,0.0073441562824937464
0.0073442885596750876,0.0073442062256702531,0.00734415763403735,0.0073443649836686838,0.0073442268977430853,0.0073441687826319695,0.0073442746800754851,0.0073441615253474193,0.007344165339668733,0.0073447125273542755,0.0073442178730521541,0.0073443165743481377,0.0073458504579043109,0.007348635559952744,0.0073443257262422613,0.0073456434864390702,0.0073447983753042985,0.0073444188480384764,0.0073442928530746566,0.0073442694776632142,0.0073445906984871499,0.0073444172346353769,0.0073443342265421983,0.0073442003567668309,0.0073442099172934894,0.0073441594580693336,0.0073441650073845025,0.0073441594604464625,0.0073441530744662482,0.007352966921555174,0.0073503528962430174,0.0073449583294437184,0.0073450584386090118,0.0073442436192889763,0.0073441682322461788,0.0073441750779235666,0.007344145921672005,0.0073441442822946854,0.0073441617580279851
0.0073443976381171233,0.0073442685871956976,0.0073441814891773722,0.0073444300160141543,0.00734426225343939,0.0073441842913177279,0.0073443248651482544,0.0073441764895020847,0.0073441890373894293,0.0073450152979937762,0.0073442341438500498,0.0073443835887868287,0.0073459497328842343,0.0073478730150671719,0.0073443067824218566,0.0073453774316438458,0.0073446513314093017,0.007344360268289581,0.007344321441541091,0.0073442858949665409,0.0073446380854310638,0.0073444753859856146,0.0073443764491905308,0.0073442201852924353,0.0073442300268822848,0.0073441713201402459,0.0073441873088119546,0.0073441743851724783,0.0073441654760877219,0.0073527066871964296,0.0073495015985662812,0.0073447901103790196,0.007345134010759936,0.0073442408549149619,0.0073441622399644671,0.007344176816234043,0.0073441534467091046,0.0073441501749302281,0.0073441796212485744
0.0073442973987851243,0.007344205187967889,0.0073441847104285139,0.0073443827876659212,0.007344273241270482,0.0073441767746530223,0.0073443880043538388,0.0073441661607830068,0.0073441638282121611,0.007344828428683641,0.0073442494860221407,0.0073444010958914193,0.007345915237777615,0.007348183940797645,0.007344293258621481,0.0073455196711619316,0.0073446810514204543,0.0073443465734377416,0.0073443135924375694,0.0073442482983850357,0.0073446485619045382,0.0073445069859196261,0.0073443681457306519,0.007344208331345854,0.0073442194462341615,0.0073441619237083599,0.0073441635710763545,0.0073441615753696496,0.0073441595831679422,0.0073622827077425967,0.0073539002133740285,0.0073449331124593956,0.0073449049351668044,0.0073442186392395671,0.0073441555627501423,0.0073441730492971175,0.0073441531545186756,0.0073441480366464567,0.0073441727006340269
0.0073442318286047002,0.007344186325257223,0.0073441693705958216,0.0073443348893291599,0.0073442736290757482,0.0073441790169663191,0.0073444092752037778,0.0073441684795303589,0.0073441649702319731,0.0073446654629773034,0.0073442436261828507,0.0073443754229926194,0.0073456928962640049,0.0073474154131004023,0.0073442641754898445,0.0073452922609972765,0.0073446089939611979,0.0073443162795195612,0.0073442913170262821,0.0073442335251418843,0.0073445859190810446,0.0073444687219028134,0.0073443362675091241,0.0073442005269546444,0.0073442048436392618,0.0073441591855887946,0.0073441628315672816,0.0073441577507592755,0.0073441569978958008,0.0073586391738351886,0.0073518484818213235,0.0073448733746474867,0.0073448167529890423,0.0073442088361298438,0.0073441520690276461,0.0073441668253889491,0.0073441475442269427,0.0073441447083322769,0.0073441630352179448
0.0073442112475988926,0.0073441861903318787,0.0073441542058022852,0.0073443064863291723,0.0073442105931960421,0.0073441640450974607,0.0073442474986891697,0.0073441569153086805,0.007344160229682305,0.0073444846698968265,0.0073441948034314083,0.0073442646508719324,0.007345503819851852,0.0073471108423640383,0.0073442547237991557,0.0073452264003950937,0.0073445925093740998,0.0073443081461694315,0.0073442395472045948,0.0073442185629926104,0.0073444251498363767,0.0073443266784476505,0.0073442699899735741,0.0073441830156014357,0.0073441859875307339,0.0073441559714568947,0.0073441609750017614,0.007344152997367113,0.0073441487602994536,0.0073542842849164541,0.0073506126685892407,0.0073448204592476991,0.007344726808318559,0.0073441995699553972,0.0073441511119760588,0.0073441609349836944,0.0073441440052571094,0.0073441424959877722,0.0073441573774396416
0.0073442063340160881,0.0073441816105391409,0.0073441538256432811,0.0073442999166733356,0.0073442077961312418,0.0073441639184969442,0.0073442409050532504,0.0073441576396991457,0.0073441617780733463,0.0073444888254004768,0.0073441907116678007,0.0073442596702023889,0.0073454648805935906,0.0073469540948167345,0.0073442517809410969,0.0073451932091335558,0.0073445956659340351,0.0073443116443162723,0.0073442345070403627,0.0073442229476210104,0.0073444056189326552,0.0073443159455105498,0.0073442623203397485,0.0073441807019383153,0.0073441839766536267,0.0073441554283131061,0.0073441605528957532,0.0073441508751846607,0.007344146961453947,0.0073550072974876302,0.0073502537679521343,0.0073448437074069796,0.0073448198195853465,0.0073442013530312499,0.0073441520380550249,0.0073441614882087374,0.0073441440137585511,0.0073441425545289537,0.0073441572014431526
0.0073442071438111142,0.0073441811672500332,0.0073441538787736866,0.007344310581085681,0.0073442163507440907,0.0073441652323070648,0.007344249081247969,0.0073441563324149984,0.0073441593256000333,0.0073445321362866798,0.0073441894109405803,0.0073442810083445605,0.0073453741929778611,0.0073467343338735015,0.0073442480421806152,0.0073450793515131103,0.0073445399183383843,0.0073442912546317343,0.007344232273578835,0.0073442130717484054,0.0073444353504933859,0.0073443478156619696,0.0073442801369297322,0.0073441866075729554,0.0073441895827459809,0.0073441563631716413,0.0073441596925905104,0.0073441507814873113,0.0073441472834358673,0.0073521576302185533,0.0073490616115625372,0.0073447223146234477,0.0073446988933137071,0.0073441931093572426,0.007344149428843488,0.0073441591711860153,0.007344144048652761,0.007344142710048916,0.0073441575542011629
0.0073442156774295693,0.0073441810955021201,0.0073441678202057709,0.0073443481392533655,0.0073442415553826553,0.0073441688087054844,0.0073442804091303658,0.0073441589599593741,0.0073441631273643958,0.0073448878986561517,0.0073442148690147429,0.0073443816259647372,0.0073461224182879495,0.0073482600389010921,0.0073442798946322463,0.0073454697011760758,0.0073446688459973073,0.0073443328802467048,0.007344286736476381,0.0073442463507638238,0.007344881812895953,0.007344614852666553,0.0073444039804313665,0.0073442126006759171,0.0073442155991752869,0.0073441576054913728,0.0073441616500003913,0.0073441553508744369,0.0073441525196038422,0.0073624707997901016,0.0073534017851070391,0.0073449067948715419,0.0073449142936917768,0.0073442104732501113,0.007344154384863486,0.0073441675324344251,0.0073441486027220199,0.0073441451593021069,0.0073441634122997038
0.0073442154363425509,0.0073441746858674706,0.0073441707374652162,0.0073443294934821286,0.0073442397147708239,0.0073441656645501022,0.0073443163077715366,0.0073441597775014741,0.0073441606909043803,0.0073450195515784317,0.0073442440012916037,0.0073443489249470501,0.007345707453222463,0.007347746908811255,0.0073442901575951468,0.0073456761468887162,0.0073447907610002215,0.0073444093491299598,0.0073443462253709648,0.0073443022461942824,0.0073445863908987146,0.0073445034259779548,0.0073443394229851817,0.0073441871287593247,0.007344202397662947,0.0073441556468305464,0.0073441581312109813,0.0073441542687277843,0.0073441528818506087,0.0073573481821451996,0.0073525396380455911,0.007345074083770102,0.0073454219558207199,0.0073442541536351295,0.0073441688868597617,0.007344180076658764,0.0073441489390493418,0.0073441440970562714,0.0073441606250470391
0.0073442064705280937,0.0073441665930949543,0.0073441502759061259,0.0073442875988285871,0.0073441956709157756,0.0073441507292001454,0.007344222118712644,0.0073441479594429917,0.0073441506069193332,0.0073445008425925534,0.0073441874915825493,0.0073442495139249249,0.0073451217040692686,0.0073459355031198336,0.0073442394352889644,0.007344888766378445,0.0073445049801365457,0.0073442944225962257,0.0073442360305458173,0.0073442185352986765,0.0073443616459701981,0.0073443114728493934,0.0073442596766975917,0.0073441628193654232,0.007344183570840046,0.0073441521909685444,0.0073441496723758342,0.0073441467595291481,0.0073441449440530392,0.0073482782290178609,0.0073471956128762827,0.0073446246886090276,0.007344655254154852,0.0073441989348678642,0.0073441483624055578,0.0073441587979045306,0.0073441423994056627,0.0073441397321177158,0.0073441558347220057
0.0073441963981516921,0.0073441612703856298,0.0073441479689945232,0.0073442745789868806,0.007344188184861317,0.0073441480158991396,0.0073442062247106397,0.0073441457442378604,0.0073441480441061345,0.0073444090583985027,0.0073441781211265956,0.0073442404392840503,0.0073449955797012896,0.0073457166716117406,0.0073442300527072841,0.0073448254935265722,0.0073444794418671801,0.0073442830918885637,0.0073442179706846673,0.0073442017883023252,0.0073443479341081157,0.0073443014378135945,0.0073442563630432955,0.0073441593391167402,0.0073441827876303172,0.0073441512849866837,0.0073441469293145968,0.0073441440220561255,0.0073441424943904571,0.007347419884945419,0.0073467490511175118,0.0073445606609096022,0.007344536349917094,0.0073441904086951545,0.007344147126898304,0.0073441557554757321,0.0073441415982597848,0.0073441393299835877,0.0073441547126239272
0.0073441968542140692,0.0073441613063248657,0.0073441489665641924,0.0073442812294450483,0.0073441895591949136,0.007344148069368138,0.0073442115295335496,0.0073441459680144835,0.0073441478430743244,0.0073444041113444663,0.0073441803734138802,0.0073442409782594423,0.0073453035716803559,0.0073461986536391653,0.007344236401942832,0.0073448935058579102,0.0073444910033609529,0.0073442858698926907,0.0073442173199594037,0.0073441967105526921,0.0073443487464052628,0.0073443042490755643,0.0073442575731926226,0.0073441592441692051,0.0073441819445654267,0.0073441507268104059,0.0073441468405243673,0.0073441441402449003,0.0073441425991635431,0.0073491173535190982,0.0073473928484344168,0.0073445552602748407,0.0073445173546163381,0.0073441889159578284,0.0073441468646711977,0.0073441563174524056,0.0073441420002529128,0.0073441394407458673,0.0073441544632939434
