c0,c1,c2,c3
2262213.3490469577,13254028.775973134,432806.13396262075,3354655.2302683936
2245712.9648224162,13238190.958960943,488835.2388755359,3330241.2780708363
2229267.1500680069,13226702.147518869,458868.77965942217,3305947.3706023623
2227531.0259643979,13247934.040872699,1001849.9170646637,3289378.9210224999
4683364.5845796261,14415385.639859868,5196847.8741531363,4614856.780758569
4350260.7171376143,14249667.823735606,3986852.9916061996,4278037.0587235913
4012426.4609570666,14080645.56354101,2939396.352575704,3954027.8831409221
3884646.2178834407,15765476.452347063,3777154.2594016455,4418033.4545838591
3600052.0366910743,15761636.134372251,3471777.2543623229,4675827.6217138255
3343736.2748925136,15116302.492848787,3227407.1623246996,4325852.4149846798
3742510.1565408511,15259479.333459727,3048839.9405467557,5269363.1469579767
3554892.762206451,14960531.393461399,2303197.4026573971,5580822.9868526664
3331654.3500981359,14954223.383095015,1691027.7529742555,6133230.8423206694
3432439.6949523464,14739134.097941928,1372078.8023692337,5661594.4630674683
3212906.0052637849,14656817.457544709,1293736.7975508422,5986710.935987182
2991576.5019096006,14462380.578733034,1228871.5391815254,5553889.7838720502
3089523.4220616533,14358797.780050665,1179174.3578493169,5396136.9860238601
3957883.389717048,17623285.760143895,4101006.9397998909,9814734.5062861182
5377196.1268254137,19396521.151456352,3806523.8944315119,11535820.9653404
4983775.7977630384,17614183.540490534,2874287.4624965135,10317646.552963354
4595301.3945659725,16204518.235749435,2126645.4567087134,9463862.4717860669
4254091.0385430753,15433127.663804188,1555518.9853821259,8700635.3236926626
3933166.7026698105,15093197.235284287,1340903.6356192934,7946118.2398961717
3648824.0144228255,14904978.295961002,1252054.8672878039,7462761.2811963642
3387535.2837282876,14704076.075681966,1243888.3232398392,7304333.1692709234
3151231.9055652372,14511312.377478717,1165508.8452177355,6823273.9628145453
2935347.5052123112,14325890.893548124,1076896.5796589325,6278539.0793386549
2743590.0843174593,14154761.909148464,989165.48852708773,5784960.3485003607
2567574.8374864799,13998584.246762812,909562.18353196001,5338978.6363714449
2409439.2933432222,13855260.452451894,840563.77887644339,4934083.6233612504
2267939.2200203673,13723703.980058638,777370.63716691104,4567499.550737584
2245826.7686468195,13603551.999379657,719830.1559646182,4233683.0776611231
2229377.9815704431,13493453.716736417,668004.01345750305,3933070.7581479396
2212976.9654811518,13392304.322892699,620234.33397793549,3659431.5439003548
2196715.4626013911,13300330.154415242,577112.64154975303,3496277.7472711517
2180584.4547970486,13216670.279680453,538455.77075988823,3402224.644087662
2164569.0073250621,13147914.245664053,794589.61740892008,3377916.9316817434
2157745.3729295009,13251170.572151309,772348.78915524168,3538462.4308599164
2141930.7637375323,13178689.096432088,715921.41962092882,3372617.3173979353
2126162.1406802377,13124773.558486821,855402.28190102265,3357419.9535448849
2110538.772359095,13083463.656256484,802219.30789518892,3332859.2101472896
2095032.5553551728,13067509.785653807,743079.75677425927,3308351.1207602257
2079701.8979328617,13051610.799191773,689911.40954326489,3284233.7369236411
2068409.8493597049,13035870.714592693,723675.61763911555,3262284.3258476239
2053234.5283937019,13021252.871653866,902180.35983927757,3248062.4679538538
2046323.1621078758,13005548.056248203,937399.89303132007,3224223.2781526232
4790192.787040662,19074472.140846752,7406091.3168376945,18238858.536852699
5254297.5444875397,17747776.83738121,5680076.8928963877,14860283.114285247
4848069.6615749914,16285229.994907148,4207624.7650167765,11375035.278672421
4463860.9189090198,15281100.251798743,3109190.7762948107,10375882.542030511
4114902.8743223175,14998240.859757312,2800233.2690488687,9515144.0176449828
3796341.4480104181,14802194.257024074,3440079.6469856305,9415210.5043908283
3506476.8117049821,14597060.441335371,5110139.3125716206,9079929.5687554628
3464762.5088899992,15715521.342909586,5774910.0862807054,11551691.63950585
3689702.1132123852,16172445.921589239,4645047.8913069535,11238857.948473103
3470437.8235701169,15407099.575772004,3765544.3150232546,10614138.130427614
3227644.6164645902,15659929.432281537,4592516.8029778376,10774620.764659408
3230358.0860991161,17288275.606928825,4891680.0228347685,15177745.602869201
2996861.4328991454,16024357.03132353,3732587.4060116326,12330382.218582362
2779396.196026633,15195421.096475031,2758383.7619269062,10727769.497455869
2586610.3355407454,14967653.320121171,3940723.3935737982,10324543.812147645
2441685.9866114357,15873138.563884862,5053938.4034919664,10951041.583287224
2384003.0544741619,16084893.970758624,4150833.9274577233,10719355.157549245
2257219.3588317949,15332424.673264926,3157179.4474444236,9908155.0628734455
2115038.8903295132,14935959.419927835,2326442.7093752716,9096187.696290385
2080742.5529880014,14712432.000014748,1793557.5545111203,8370812.4542193944
2066743.231041553,14827656.112322638,2500803.6943844594,8679479.646739183
2065658.7324019645,14807930.920094902,1898199.7560530594,8734346.3426403049
2050502.6814751669,14587612.578365788,1446305.1984682912,8050847.4890075736
2035439.6690827007,14381572.497745881,1329180.0300862177,7412810.0644488996
2020493.0090202575,14200111.417257708,1652933.2556568806,6846215.1369692087
2005652.2211408357,14031062.410815243,1773083.2716492857,6309468.886033427
1990919.687584386,13870788.854094662,1559407.960361375,5819763.3181897514
2627510.5663206833,14480192.111554552,3962612.7354450412,6856945.1945476411
2506786.4666523086,14302347.329732347,3021969.2658362952,6382831.1910027936
2390741.3333162586,14590751.822424335,5016212.4067983869,11017273.113524856
5908667.1714162715,19720022.664962929,5121276.7884047739,32620052.631662417
5453756.097706832,17772489.996631734,3872524.9306804528,24530949.887090262
5251375.9954029461,18234108.380903002,4403388.5158233605,24230946.341666214
5466951.6792879635,17409593.646276616,3959641.0588003788,20208864.557984196
5231550.0986724254,16809107.648695592,2994399.1490060156,18739163.745709483
4816118.595252838,15585816.118732341,2223336.4785819715,13979451.589310743
4433964.6756512821,15080503.217569591,1684727.407752014,11215679.203139115
4090490.0249213977,15026036.380040834,1512280.3796648202,10666842.372349264
3771766.4135472206,14788081.973133955,1362520.7919377016,9878086.9906410389
3481383.670832769,14567725.216092508,1260666.2540456553,9104034.1111011431
3217227.1974379392,14364271.188521044,1164313.5536025807,8385054.3162503541
2976864.9548174948,14176596.582752611,1073988.8373522339,7728929.3132923385
2759729.9211545088,14004523.034612739,992032.38978894823,7133017.9312924864
2562409.2082226081,13846596.042830244,918621.16949344066,6579976.48914026
2389707.4631135552,13701378.198770761,851307.97036811651,6075140.9921641806
2231826.9017255981,13568172.294252368,790254.11655411916,5613404.0242661955
2092111.6877767988,13446044.219707372,734813.384999356,5192510.4256173093
2039564.2988651926,13334187.692278039,683209.02666737698,4814339.3035775647
2025764.0260058625,13247939.471078046,649147.12170952349,4534100.2148933504
2011708.1059755015,13229989.583829582,694813.44751028728,4329226.2266837852
1996935.1466232957,13136469.055217763,648874.45667549432,4026087.7538968404
2143625.0957741733,13081326.866093162,606423.23555027635,3925281.5278113484
2069993.5946092242,13003211.02413445,567491.94199412316,3901907.4627102432
1993382.358356887,12940825.041606404,532742.14719059679,3680597.9686689558
1979407.1682872174,12919463.345301481,645109.78110835655,3552534.6664767405
1965752.79975401,12904561.468099758,772168.80753174331,3500682.4576166244
1951939.6831070359,12888743.183566589,740200.00129884889,3475213.6711615822
1937600.5373614235,12872971.184863117,718446.19566881203,3449764.1575887827
1923534.4060624689,12857243.953992691,670044.86491309886,3424385.313412779
1911961.550199826,12842241.610138545,632323.02921910502,3403732.3857491878
2060046.0409409115,13084918.194222715,1169433.6412927185,6540309.4599959683
3300201.4928640155,13014589.858483883,1093600.2325243899,6162894.3410922512
3048000.7843969744,12950069.881741343,1045478.5327462,5698038.4481604882
2868907.4607594735,12935718.302726207,971022.56509579578,5689100.1389223635
2685063.3349671504,12877366.073830241,897334.38180591201,5389706.6361890547
3055152.0183326579,12958185.456554763,830013.37449652457,5775775.141300234
2847859.668577557,12944061.820395529,801381.18059979577,5533048.2435029047
2652054.293029536,12878478.496004989,789524.3901761868,5287814.6130060703
2469303.7991628363,12801680.280839352,736009.6904256756,4892959.598161405
2291452.0410142718,12762442.445716392,685427.33529538754,4530748.9569245577
2135471.6983576147,12746872.751367407,637917.78381890117,4201781.4377933303
1997452.6487528393,12738894.431567712,596731.11775481363,4033596.7992742499
1939702.8488381326,12723740.274205474,571080.42282104818,3865025.073725631
1925462.296714646,12708492.66746866,536410.62507051264,3607256.4644445055
1911684.0648914035,12693227.798687685,505154.52789976471,3443161.1823339304
1897658.3875876919,12677832.85212256,485230.72747003328,3417881.4481137274
1884748.7611285374,12663642.890819173,481662.37697017938,3394541.8725956506
1871230.1663506459,12648810.614330107,478163.04309953575,3369646.3233511555
1866581.208153731,12633579.89679228,474603.04064641672,3348656.6612129975
1855185.7758190169,12618351.938996935,510760.83399734017,3324257.1950177387
1841948.5480031839,12603307.157022838,636665.72126443754,3310949.5799626252
1828413.4666514506,12590572.971495772,634283.69133009156,3304175.3324312018
1818940.8010400003,12658482.5945832,748402.20676184166,3363339.7672800524
1805955.4427761859,12726165.340738242,1365588.740539615,4107201.0934495376
1797504.0088736478,12705756.942881877,1603933.192088492,4555911.3982333653
1785412.2275872855,12636503.750336783,1390645.5363498079,4244059.0845311498
1772322.3240300452,12579394.881707,1288749.8558983684,3947164.4659740604
1761056.8834546963,12566668.792505685,1182212.3899599127,3685759.6643757215
1749193.3844378677,12534049.791764064,1131286.1053373232,3690441.7207966694
1736382.5749990572,12514729.496352391,1123863.7822515834,3557867.0622558487
1723935.4862896565,12604414.422351884,1248369.2766109002,3773705.3504146715
1713532.4756539424,12534928.323664393,1163026.8547142481,3527020.9601699566
1701286.5299635844,12490173.650052661,1081105.9405009861,3358404.5199193954
1745370.1518918206,12613787.232481496,1258813.6004925168,3805483.2265671478
1774053.7273131425,12533885.451341482,1185165.358020456,3551133.523937427
1704042.6782962386,12480569.500529274,1094037.1124477859,3336956.6499382425
1692174.9390071973,12451186.600051893,1008960.8301508076,3308582.6506695724
1722801.050258823,12553762.941406595,2569621.8452284611,4420873.7153401729
1703674.6126736635,12679182.013514189,3641216.3999615321,4873317.8770007063
1695769.0963165495,14239429.842825765,4922548.8368850108,6153001.1805140441
1770068.8190965608,14608184.838736398,4046824.1304419274,10225170.492590928
1697363.805972513,14222815.340853434,3090263.6468353164,10124542.00385116
2207534.3499758099,19751080.37449488,2440866.220828292,25668232.684779353
4443739.1775584463,26538547.93256516,4362813.2886073776,62129218.173306547
