c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155
492815.989913481,45281.344947050922,123691.12942734026,295796.55254660739,93377.431121902046,45796.983323997156,73967.606846973897,190778.71090375437,219666.95288057911,14959.811021561833,80902.142424773469,146301.80318612792,372424.45454603864,64703.934993353629,56586.164649114253,257773.6616984561,130178.88542896761,11183.546236128032,94712.934505911995,173970.68445379462,40241.534870409123,5191.5852780352861,10829.664927696103,86173.635254193912,249810.33104012549,20761.258403122847,64131.048472506198,328845.04906257847,63254.800314446169,7756.342853196873,4947.265486567213,161440.69235618284,5300.4933832931238,749.84190775008528,463.63678057079471,5744.9801093582437,135078.05860652428,14548.927854292635,160653.14832008729,301905.04115736648,1183180.4591483127,254618.55706730441,157064.27671217683,639776.61056016688,148416.72273532613,10096.286674600764,75268.314865774184,222262.8716910746,429238.30547411751,55289.116988056849,306672.6756319548,707246.02945179143,75374.74190815707,7930.8921474419094,20143.897268711844,156250.44810483156,423407.12833863811,90502.101329172423,117388.54279622412,476711.8151968476,2545.9892443548401,322.9142110006984,658.72727167973517,30129.898167940239,11955.748079673855,1524.7839043348652,3313.5630033684051,50056.713701323701,60721.528884807121,6461.7942933195372,29310.78402288954,111603.59496210149,38167.693376664422,8515.899461932464,23581.94407635025,170218.07940972524,73190.950254820491,8579.2295790343906,20136.767998828262,112532.80401556463,128872.2663815492,15885.558353877683,111783.93936925428,314630.25725477899,61847.033035440654,7930.2197701553023,57893.909092344118,227834.5253611652,27997.607226304295,3111.6879495520075,2248.9997077705066,51557.166090399187,3547.5064609146525,373.87711646639548,263.02285707519121,4447.2299684963846,25251.45590940649,2661.3699513433803,17504.950242952109,38568.263147978796,164268.33820549148,23239.017652846978,110607.13077917371,339937.35758247244,152653.83391482354,44209.931241872422,35257.985503631229,157959.00194476309,210282.83481500915,20799.089209713555,38247.225244329842,97751.896026838178,57405.747563362871,4894.430421703194,6076.2436286498423,20024.28388673607,155184.96786210436,26853.188792269168,99490.867388135477,192507.39438782196,74963.028871030081,15519.346993046704,101185.25567510621,153410.94820218786,599074.92683829844,73642.832796750663,175445.79293939008,536596.23756470648,104557.14232525008,11998.141016756754,39237.026673070082,229371.84034314792,105711.64902156184,10697.065474635298,59071.768362288683,99396.846465857103,37214.285566508253,1931.5610331728046,5800.8195076530601,17933.831525945057,367951.29569533875,57352.665316000683,60785.65541852724,305584.74637627398,52021.780889386391,5879.4599361321616,14185.868436826018,90732.71915266932,75620.73682982914,6488.3042235987486,25148.605712891145,39203.962678435462,1279426.0943741309,184984.92337292782,211858.69337996887,288050.11602165975
246843.09498944678,22675.173462676095,104513.53066830113,276712.90399521339,46716.945654879266,22901.125289490406,64222.531897292494,178470.40697447988,110128.72101214547,7495.6805687457436,67039.837163138392,136862.97717411967,186506.84106274485,32379.91811992741,48583.484483929504,241143.10287920083,65154.441979776013,5593.7199889107023,77593.242234899852,162746.76932774336,20120.767435204561,2595.7926390176431,9289.0671907895849,80614.045882955586,125010.3859884978,10383.530719676561,53587.156321710965,307629.23944563791,31627.400157223085,3878.1714265984365,4780.9918451311687,151025.16381707427,2650.2466916465619,374.92095387504264,442.9944899255463,5374.3362313351308,68026.051079146433,7318.2866571932364,131876.03108809664,282427.29656656866,591834.10333167796,127334.35926750292,136355.38587849471,598500.70020144642,74635.029718548685,5055.497099762053,61791.058141471432,207923.33158197303,214958.72273286304,27714.266955115621,252573.52802073144,661617.25335812743,37705.528124217104,3967.4335935484069,16841.178256720879,146169.77403355209,211817.89210521342,45264.876866448722,100266.15874081232,445956.21421640582,1273.0169620677348,161.4594236896211,575.31036016344081,28186.033770008613,5985.1955473384187,763.33223321041612,2895.6253580893654,46827.248301238302,30420.94108492024,3237.0362706464293,24323.820349898873,104403.36302906269,19208.444276057446,4271.8490140955209,19656.595966317142,159236.26783490425,36868.326722904734,4307.1800710044054,16952.996713055731,105272.62311133466,64463.045926633255,7945.7087045183771,91672.589263514048,294331.53098027711,31024.301474983451,3966.7331230581581,47507.139713894685,213135.52372496098,14002.30152073671,1556.2108793116381,2116.6793926676532,48230.897310373432,1775.5850084026756,187.13069813974926,249.60870786500894,4160.3119060127465,12636.761971836251,1331.8423621476036,14430.875172027147,36079.988106173711,82194.724048597476,11627.508258680211,91881.12441545898,318005.91515779676,76329.14641148239,22105.210104264963,33031.461535205941,147768.09859348804,105235.80742899969,10405.688808456911,32324.514255466529,91445.322089622816,28765.080596106378,2452.5018909717101,5243.959650522409,18732.394603720841,79497.674059010751,13756.263232148898,81857.321743940731,180087.56249183347,38137.911384636274,7903.2142804328496,82579.374228044486,143513.46767301444,302311.0911379031,37077.044673478034,147231.03090703359,501977.12546375766,53113.018777344281,6021.5002536567144,32609.821770282349,214573.65709520291,53067.154449969261,5369.6243838299679,48607.958423029464,92984.146693866307,18625.73247167467,967.67360466934826,4913.4403738547289,16776.810137174409,184255.98002272024,28706.057095548254,53444.281535145637,285869.60144877242,26014.117338163542,2940.065268565193,12106.79906791778,84878.995336368069,37909.502184712284,3252.1026331606904,20898.643675519008,36674.674763697694,641131.04989268933,92626.141621780247,180330.72561693058,269466.23756864946
2511593.4061643924,235808.48566017556,47027.563447730696,295796.55254660739,324704.61344177206,30707.327886528714,30528.753365420063,190778.71090375437,856934.6637294729,68915.159957163502,28235.067832560035,146301.80318612792,1351151.7310204923,166462.12545548312,23276.381551683131,257773.6616984561,880502.94187094981,92683.59917314093,31211.180766199464,173970.68445379462,187781.83239024892,23376.028143074585,4394.7355915883427,86173.635254193912,1294881.1990427962,118368.48607461085,23284.168229024424,328845.04906257847,215581.23668822716,27520.98963648604,3079.1956778653143,161440.69235618284,14772.384911371881,2486.1566789057979,277.93989110356915,5744.9801093582437,1522244.2943275389,156207.18234999329,53604.963656693617,301905.04115736648,1944931.70051029,268589.91168087465,67362.791139243185,639776.61056016688,1203732.994626354,98251.080331928941,25067.384192796777,222262.8716910746,2345036.2152952505,581058.19432985457,103958.39036860621,707246.02945179143,305271.73872583325,60486.214488730482,7338.6676393309235,156250.44810483156,1273218.6727401267,182937.23757199652,46872.505437583859,476711.8151968476,15088.641382236152,1967.5267624614764,287.76936005569218,30129.898167940239,75844.539031006891,9931.538078480904,1450.6601522969713,50056.713701323701,313218.1476424486,37741.461057154258,10301.383690378934,111603.59496210149,258592.13072670522,58584.53411850486,8489.2386594035615,170218.07940972524,369220.53004662204,44508.735633524127,7584.6796296071925,112532.80401556463,1364180.554996263,179536.92474380822,37021.019449348205,314630.25725477899,593759.53359764954,80680.126964305207,19283.379678734727,227834.5253611652,129715.56282968937,20019.376117921536,1271.6094606885545,51557.166090399187,15874.055577997262,2460.5893210854069,152.55885136664583,4447.2299684963846,214142.31325808913,26852.983942399824,5931.7961213284398,38568.263147978796,1123358.5904295696,138854.93357305831,38799.782185648619,339937.35758247244,363687.88116023992,47164.467865507853,18917.119722073352,157959.00194476309,752982.22717503505,84935.226942310488,14608.146728234797,97751.896026838178,173473.02166621483,18346.132971542276,2545.5000588088983,20024.28388673607,1021247.9181516226,206193.85214578232,33459.087084870851,192507.39438782196,606258.26748561859,134074.26105884128,32696.769801873495,153410.94820218786,3844749.6036987663,525312.68849410466,64691.040307983094,536596.23756470648,682364.23088007129,79370.508100832754,13867.933998472048,229371.84034314792,621085.69040741539,62672.415701718033,19933.246021530253,99396.846465857103,166483.21428142913,9707.1697131033434,2246.5808533894947,17933.831525945057,1132603.2563782758,128334.85887235797,27378.889568765204,305584.74637627398,237548.34952584677,27891.733351109815,5660.3794155477553,90732.71915266932,386575.47642969462,37741.580129959329,8915.3479098308089,39203.962678435462,4338510.4405523948,517455.15067691152,83916.374342240306,288050.11602165975
5021881.5122306654,471513.4683528993,146269.72277860623,286254.72827091039,649324.53660175938,61406.754890581942,59632.649706997057,184624.55893911709,1712983.5937433781,137782.99474043254,54479.153546135647,141582.3901801238,2701419.6206718073,332840.39904121443,80170.57007545713,249458.38228882849,1760810.8859460228,185361.35773374178,62364.097213020192,168358.726890769,375563.66478049784,46752.056286149171,15282.970706438318,83393.840568574742,2589446.7366802874,236728.26759487629,67381.251038279472,318237.14425410813,431162.47337645432,55041.979272972079,17790.572875987822,156232.92808662856,29544.769822743761,4972.3133578115958,1545.3207468666346,5559.6581703466873,3043027.5233274251,312282.89650984586,144999.22173354906,292166.16886196757,3889131.7797480151,537104.58116019715,210570.80958846683,619138.65538080665,2406185.9842000511,196480.09937647288,58181.853386281015,215093.10163652385,4689053.7206030888,1161907.2632764475,214595.03721273341,684431.64140495937,610489.00594125083,120966.46641797859,17209.336585706405,151210.11106919183,2546094.3616725705,365832.99653840554,121852.22276271565,461334.01470662671,30177.21574480136,3935.0465703551372,1287.6179703049734,29157.965968974422,151667.1135395093,19860.255313832859,6529.3588293857811,48441.981001281005,626255.76535734721,75464.504742348538,27646.920970115207,108003.4789955821,516810.4686902347,117127.37038762186,33337.066318947429,164727.17362231473,737622.50530676055,88964.775422586623,27590.318762887448,108902.71356344964,2728280.3717849501,359065.06090487784,73968.129201838194,304480.89411752805,1187216.7123235096,161355.38421466888,39925.968623316767,220485.02454306307,259420.63193662502,40037.65152223617,7188.9032474317346,49894.031700386317,31742.615822158477,4920.6022224511589,866.95051204440495,4303.770937254566,428251.52446477924,53702.495725371904,12982.14761756502,37324.125627076253,2246535.5160215842,277685.86884934647,88196.483627076435,328971.6363701346,727369.07395826792,94328.202281029444,50434.648573801984,152863.55026912558,1505681.2842855847,169852.02127382057,45982.669414052289,94598.609058230504,346759.42288915487,36676.405902724211,9761.3871980184922,19378.339245228457,2036780.2659193696,411398.69778352173,48778.754275422849,186297.47843982771,1210547.3441238734,267717.89976595406,38318.853040957787,148462.20793760114,7681178.3242412712,1049858.4921629012,176986.94843836821,519286.68151423207,1362225.1189159851,158673.72696583049,38219.009671804262,221972.7487191754,1241537.3909972657,125281.55646389911,45920.810107802186,96190.496579861705,332910.65949759661,19408.660161957847,8255.5222517049315,17355.320831559733,2264365.516231399,256580.54443207223,96856.767909647373,295727.1739125232,475087.01837128261,55782.460800722292,16069.454430526288,87805.857244518687,772853.55154999602,75459.308695834712,21981.9342708326,37939.318721066578,8672766.8729879186,1034509.2615478741,248819.14234268834,278758.17679515464
3497559.3157310239,318700.86358860286,339352.92162568273,295796.55254660739,513565.10351420211,48433.875955404445,126064.60043607598,190778.71090375437,1629014.3356904159,133961.93102491947,118955.8948193008,146301.80318612792,1713654.6811646631,200718.68266695755,189839.4223515467,257773.6616984561,1493253.439787494,158777.87018740043,140322.37139982521,173970.68445379462,255033.45703159328,29954.63172209388,36302.028980705443,86173.635254193912,2087410.7989204489,176447.33138250181,157504.06748081275,328845.04906257847,215581.23668822716,27520.98963648604,43420.470614028149,161440.69235618284,14772.384911371881,2486.1566789057979,3771.6632881804558,5744.9801093582437,2451643.4071542807,246953.58741812932,341330.63371353986,301905.04115736648,2574883.4946087124,356689.00713185611,485189.74130438466,639776.61056016688,1735106.6335448578,142068.88930377885,134934.0206046172,222262.8716910746,3080073.0898510846,894742.58555361396,502451.9155233879,707246.02945179143,305235.42438555614,60482.239449075576,42782.892851033233,156250.44810483156,1600052.8986161596,229080.32116454141,280348.84914965648,476711.8151968476,15088.596702455523,1967.5221260829326,3199.7941207185754,30129.898167940239,75829.896016003913,9929.6575163949383,16226.450663682199,50056.713701323701,438465.28531691077,55926.388018900594,64354.318986951403,111603.59496210149,311462.38572539226,71011.221278463141,80797.151362527511,170218.07940972524,486986.85241692828,56289.973567446621,65792.405022601481,112532.80401556463,2048836.7854294286,257712.96389047193,171110.50917526477,314630.25725477899,737711.91638476658,101551.86198909178,93981.673049360033,227834.5253611652,129708.56701452025,20018.642308850267,17648.395319820745,51557.166090399187,15870.392022106564,2460.2050412723042,2124.8132148119257,4447.2299684963846,371260.62527444295,41502.408658281245,29506.812818816619,38568.263147978796,1931270.5640949684,217331.57369492229,200233.82509398673,339937.35758247244,450798.30295608717,58694.791374422879,110445.04379524411,157959.00194476309,1023993.7871300403,107773.19050811886,106874.40645429873,97751.896026838178,207373.06799997142,20761.896425054387,23007.826783229637,20024.28388673607,1333590.5472457865,255504.69838523216,114829.98997633516,192507.39438782196,931790.57562003366,231316.04326844341,87439.054610180523,153410.94820218786,4889002.3007710166,647985.1775516785,423033.19422379148,536596.23756470648,986407.29226406792,116007.09294498395,89800.065905025607,229371.84034314792,1017305.8898818381,102535.92359164802,104522.25637096551,99396.846465857103,245741.33191408752,14868.944205622583,19586.581763838374,17933.831525945057,1304550.1490905331,152567.44835665575,227148.02306443863,305584.74637627398,345349.41800413304,37985.55355140708,37085.76808687298,90732.71915266932,619324.94141158403,56786.775818879854,50379.308362839271,39203.962678435462,6019383.2130288314,743430.48678555992,574279.11062219692,288050.11602165975
2055777.1371416643,172825.15953086602,392027.23216419091,286254.72827091039,393551.82017856691,36938.920441815106,138853.52644103038,184624.55893911709,1609626.5998442136,135571.16881633713,129603.60998410737,141582.3901801238,756393.68113264698,71479.718798829577,225131.63902996294,249458.38228882849,1276752.7455656554,137695.70710477652,154497.73391389049,168358.726890769,140098.59491750764,13704.547999473667,43041.498277772582,83393.840568574742,1651436.1763787766,121001.94846870916,182264.13879315127,318237.14425410813,0,0,53224.245043059971,156232.92808662856,0,0,4622.9313317969045,5559.6581703466873,1937609.0452097906,189172.35166331226,391660.59040668112,292166.16886196757,1313203.1286455945,183619.57032420946,567625.16233121534,619138.65538080665,1108735.3184290982,91311.905186617252,153004.205617403,215093.10163652385,1532643.715985998,653757.80596202204,579246.79607810627,684431.64140495937,0,0,52579.237375454744,151210.11106919183,681337.44614953676,96182.884411806415,326939.08620400436,461334.01470662671,0,0,3930.8788742344937,29157.965968974422,0,0,19933.822905522389,48441.981001281005,261165.57667457275,37908.420724455995,73883.418375301349,108003.4789955821,110658.44686839223,25945.186602829606,95654.29881936188,164727.17362231473,246467.63005918032,24615.860691416401,77409.989117119607,108902.71356344964,1382529.0916514019,158027.7787439659,197596.2859446572,304480.89411752805,288307.90540328668,41749.963001495125,110362.06840485321,220485.02454306307,0,0,21639.200192756613,49894.031700386317,0,0,2604.6411629855829,4303.770937254566,327354.86417321005,30522.505983014838,33001.632289729161,37324.125627076253,1683294.6453997812,163515.8777502336,225458.91352202836,328971.6363701346,181477.73303802073,24020.990343359634,128407.07337540141,152863.55026912558,564964.59048383252,47601.648465774895,123738.94538361438,94598.609058230504,70879.760288462727,5054.5452279579267,27105.773292209124,19378.339245228457,651245.7707510395,102933.92747676419,144604.28073716114,186297.47843982771,675627.54775587411,201175.37276010943,109790.3407737321,148462.20793760114,2180619.6390976729,255878.61989424206,504827.05427314981,519286.68151423207,635999.04754629417,76293.742143315103,104426.74660380703,221972.7487191754,826286.46632318711,83131.54208183843,116849.07098128495,96190.496579861705,165187.97506889867,10760.896788789642,23021.797184070041,17355.320831559733,359367.76971526683,50605.178090240501,269700.3392116343,295727.1739125232,224584.64715826188,21028.844808007507,43176.176153979177,87805.857244518687,485276.75263648509,39708.079677352449,57283.466238878071,37939.318721066578,3507502.3880883832,471308.81946843246,666639.74468660844,278758.17679515464
1151045.9453871998,96766.179341545503,358519.11983652681,295796.55254660739,220352.78957627379,20682.394912052023,135344.4594285051,190778.71090375437,901242.71637446119,75907.374081617221,131726.57322443248,146301.80318612792,423510.82909442601,40022.062223732326,196532.90064960692,257773.6616984561,714864.00178992352,77096.919941694316,154317.23869236821,173970.68445379462,78442.315910982143,7673.2852618894512,37507.280065629471,86173.635254193912,924652.23031398118,67749.951905054593,166466.78429623548,328845.04906257847,0,0,43508.493628869968,161440.69235618284,0,0,3778.3464854874387,5744.9801093582437,1084098.6212840483,105842.55174193467,363961.59777506394,301905.04115736648,735087.63245078712,102791.36989236895,507228.33316462906,639776.61056016688,620789.70999737096,51126.260882914677,145065.94402955385,222262.8716910746,858139.38832966331,366044.1874862439,533120.26516276749,707246.02945179143,0,0,42897.633394312223,156250.44810483156,381486.24705560721,53853.560834802862,293570.01452239207,476711.8151968476,0,0,3204.3809175034339,30129.898167940239,0,0,16249.33144484371,50056.713701323701,146228.6804706601,21225.225819753003,68486.29139862617,111603.59496210149,61958.54321437102,14526.916027008705,83887.449143743986,170218.07940972524,137999.18343447472,13782.615892142054,68623.916368166363,112532.80401556463,710928.0155881556,81509.86288246332,191062.65744508681,314630.25725477899,144153.95270164334,20874.981500747563,103563.03382339126,227834.5253611652,0,0,17653.867260743162,51557.166090399187,0,0,2125.2227059616303,4447.2299684963846,183288.58819456043,17089.793499529886,32008.249607398939,38568.263147978796,942490.04012825806,91553.838541334801,215765.28383620645,339937.35758247244,101610.82396407632,13449.543260001663,113210.27669759747,157959.00194476309,316328.16097367794,26652.54101252382,112813.93088244228,97751.896026838178,39686.140689106018,2830.0800146588404,23937.399797972499,20024.28388673607,354032.51345183555,55957.303219092908,148581.86275017753,192507.39438782196,370719.78941377613,109764.15418795544,126352.03542291124,153410.94820218786,1211839.4206660732,142206.00296514691,446494.40842746303,536596.23756470648,354862.22525228251,42543.151282506602,95948.928352217583,229371.84034314792,462644.35458797554,46546.010614812854,113676.0840694121,99396.846465857103,92490.059109298818,6025.1115715238684,20443.960274225621,17933.831525945057,201212.86824345792,28334.24110230025,234365.27311593425,305584.74637627398,125746.72752084333,11774.217212128537,38939.625285754882,90732.71915266932,271710.30770851579,22232.869159775466,54047.655861448526,39203.962678435462,1963878.4425137045,263889.5509990211,605389.95976442785,288050.11602165975
82104.917877578308,6902.3997174083279,240677.15410481422,295796.55254660739,15717.919657993563,1475.2897940963101,109218.71609772654,190778.71090375437,64286.277634902843,5414.5264489657657,117488.54955614297,146301.80318612792,30209.325685401644,2854.8018828783524,111582.81923034975,257773.6616984561,50991.752671397204,5499.3775928707037,132037.68735536473,173970.68445379462,5595.3456348188838,547.34084143507857,21115.223973013432,86173.635254193912,65956.094749728567,4832.6517804666655,111245.84996474603,328845.04906257847,0,0,17905.810349584051,161440.69235618284,0,0,1552.9873996207982,5744.9801093582437,76862.732452768527,7504.250606852368,256486.23882723716,301905.04115736648,52324.045418659873,7321.0564868428182,315303.32043011725,639776.61056016688,44281.367188547862,3646.8721930706993,108503.01228346339,222262.8716910746,61211.686891109406,26110.189670155236,365055.29232436005,707246.02945179143,0,0,17417.341287639592,156250.44810483156,27211.682653892512,3841.4124192664285,185587.36423999575,476711.8151968476,0,0,1293.4613994416975,30129.898167940239,0,0,6558.0911988718872,50056.713701323701,10430.594755582464,1514.0103050166695,47964.180001322573,111603.59496210149,4419.5465201165989,1036.2151503959328,48353.25656296283,170218.07940972524,9843.5789365896944,983.12369762256867,41288.281682101377,112532.80401556463,13108.97984163645,1663.9823403202317,143444.38839582819,314630.25725477899,0,0,71251.591174106288,227834.5253611652,0,0,7165.0810921697785,51557.166090399187,0,0,863.36023321413768,4447.2299684963846,13074.104071970265,1219.0270053483102,25470.387445942393,38568.263147978796,67228.478285578123,6530.5997774786574,165760.72488081429,339937.35758247244,7247.9716300439586,959.36539221456303,66849.587596330413,157959.00194476309,22563.910487841087,1901.1445197575786,74993.980671172496,97751.896026838178,2830.8403632497634,201.87160045325129,14214.799476383614,20024.28388673607,18939.752050877229,2993.5596538072114,111422.76808804488,192507.39438782196,21937.343690559363,6117.645205267143,114765.88253963584,153410.94820218786,81019.734078157722,9511.1286786839246,258540.33680544523,536596.23756470648,24575.134319423611,2930.8534738993599,64392.089948679633,229371.84034314792,33000.747617587993,3320.1597159290909,91201.472139733261,99396.846465857103,6597.3810498996536,429.77545141936542,12387.013648949507,17933.831525945057,14352.655590549646,2021.1013714533315,130721.77939247419,305584.74637627398,8969.60262780825,839.86320541652026,24989.495988734343,90732.71915266932,19381.28759351547,1585.8862140661581,39935.975097002469,39203.962678435462,140084.83231300837,18823.427509869915,397797.63663531549,288050.11602165975
0,0,120683.11926608242,286254.72827091039,0,0,66495.74802880075,184624.55893911709,0,0,77627.904571982363,141582.3901801238,0,0,43407.783038897556,249458.38228882849,0,0,83997.485376350276,168358.726890769,0,0,8017.9142148552437,83393.840568574742,0,0,55402.898551378181,318237.14425410813,0,0,1864.6599497841278,156232.92808662856,0,0,159.05552864015104,5559.6581703466873,0,0,135358.37781341208,292166.16886196757,0,0,144099.4115846972,619138.65538080665,0,0,61119.800645919531,215093.10163652385,0,0,187030.734732863,684431.64140495937,0,0,1495.0377040355434,151210.11106919183,0,0,86693.874278346993,461334.01470662671,0,0,100.76683192814285,29157.965968974422,0,0,509.51288569170333,48441.981001281005,0,0,25256.893009303185,108003.4789955821,0,0,18989.782430467912,164727.17362231473,0,0,17618.36152650337,108902.71356344964,0,0,81352.539854657429,304480.89411752805,0,0,36736.747844166515,220485.02454306307,0,0,610.70507816181839,49894.031700386317,0,0,74.691361656978017,4303.770937254566,0,0,15245.342962741075,37324.125627076253,0,0,96202.931524297572,328971.6363701346,0,0,27957.755490286927,152863.55026912558,0,0,37193.471305385494,94598.609058230504,0,0,5979.255770083184,19378.339245228457,0,0,63761.58980192725,186297.47843982771,0,0,77063.392999873337,148462.20793760114,0,0,103308.81244691146,519286.68151423207,0,0,32175.945307095502,221972.7487191754,0,0,55065.391247613145,96190.496579861705,0,0,5363.0714782264658,17355.320831559733,0,0,49392.380009610504,295727.1739125232,0,0,11906.632683483311,87805.857244518687,0,0,22373.747050186725,37939.318721066578,0,0,195739.21987418091,278758.17679515464
1011381.2203026653,84767.428103159429,48245.348914591756,295796.55254660739,214080.56678474488,18420.978223659047,25812.224925761082,190778.71090375437,782497.11956984235,65620.305422465099,30085.681041024269,146301.80318612792,464263.49922193662,44129.442857884802,19040.22940807807,257773.6616984561,655284.27490182442,70090.401906285624,31690.035503202886,173970.68445379462,79037.814710991559,8227.7979151403179,3423.4435590483999,86173.635254193912,836145.84930262982,62423.083959733718,22065.530694872905,328845.04906257847,16474.050376035393,2126.1827296130882,1413.3190610040062,161440.69235618284,2565.708730078642,371.16071197302114,120.54832948514095,5744.9801093582437,1064590.7869724871,99044.938532054817,51741.789680241622,301905.04115736648,730803.7035527376,99225.600462340575,62503.92052295147,639776.61056016688,621752.55278866936,49637.919384093257,23254.063655319889,222262.8716910746,2254304.9249142581,483802.80893264804,73373.381095205186,707246.02945179143,354026.8087575729,36021.826818857895,1133.2204171162077,156250.44810483156,633853.02124452067,80202.041309684675,36922.788655057688,476711.8151968476,3696.3828030684776,496.52713785944354,76.547203999716203,30129.898167940239,17712.423202652859,2421.5786566811921,387.05484078821388,50056.713701323701,147130.16564324702,20992.658050534257,9897.3226959184394,111603.59496210149,63478.15813561323,14769.502942933472,7615.5633382007709,170218.07940972524,132346.89600746546,13539.971276337523,7187.0587986541668,112532.80401556463,769535.93690164329,90930.936069034302,30964.041325298407,314630.25725477899,207521.51028602163,30026.926866582831,14211.728189804031,227834.5253611652,8030.5352249230991,877.12218927910033,461.72351127634442,51557.166090399187,927.78609338627496,96.156956980714256,56.479372882440991,4447.2299684963846,164179.21916684406,15381.211630013009,5798.0710514419497,38568.263147978796,860341.91777178855,84822.523610523698,37075.806318919269,339937.35758247244,128519.85868263869,15362.283439419942,12075.029525905709,157959.00194476309,279579.78921696829,23878.693163886128,15011.344177590092,97751.896026838178,35954.301182221658,2683.4244946172357,2534.3540208239519,20024.28388673607,516256.11856359529,89546.539320236217,24982.827510342708,192507.39438782196,466085.28325564822,127512.44760782451,29373.196806229022,153410.94820218786,1816327.5938490147,230189.96313578749,42739.165671296316,536596.23756470648,352189.44956306857,42142.35928067757,12645.227389225478,229371.84034314792,411171.16538092674,41418.798177066288,21064.575726306448,99396.846465857103,83321.792434636736,5388.3392911479032,2211.7046499463395,17933.831525945057,241880.79001024441,32812.8934682951,22407.952729392233,305584.74637627398,122126.96389656648,11641.306207670439,5011.6491670420783,90732.71915266932,253509.49608623169,20770.57359489342,8817.2916298940254,39203.962678435462,1846320.7163859196,241261.66047626155,81846.725750172438,288050.11602165975
