c0,c1,c2,c3
2268463.5693557411,13828325.168536469,1486135.7615084967,10214743.689874621
2358663.6662842156,14026378.704586973,1536791.6340350478,10488326.061931022
2413221.5961799459,13906196.713793244,1522898.9045578495,10356663.918171309
2433142.9664777629,13911959.558946025,1501281.2067389851,10505949.13001213
2408714.5390193094,14047634.793246234,1505359.3580897278,10447227.245082792
2420385.6623369455,14197808.396473333,1538736.3202328887,10396381.420771193
2412113.0951174698,14443083.479511542,1865282.2512683263,10287053.534110509
2435535.6695338399,15392346.588655367,1907804.1391863045,10435896.868540592
2511369.7522040126,15322080.596830595,1973187.4291580166,10480926.679346001
2499218.0390842687,15466964.85803014,2121487.286242838,10476914.998438574
2793723.4412599374,19797787.451883536,2374594.669716788,11237463.335831463
3811045.4701201972,29208624.214144062,2410219.375967314,15283262.006793445
4663142.3053117488,28417316.601239279,2602857.2704311493,18054897.47319698
4701055.5842763744,25227817.692254789,2303425.2333240123,16065144.769803112
4288757.1009074263,24532272.631246541,2121161.406907964,15644160.789805863
4537262.2533644531,22142614.16556567,1914206.4718850164,14398615.147748807
5270270.8379141921,20517168.946022071,1749168.1908199431,13066090.500333183
4736080.75641149,18708267.465345811,1644651.3240567385,12026298.490380963
4100251.136352763,17173907.587124363,1614947.7380053238,11628924.83634574
5558750.2357389238,21802936.616728913,1588781.2835664931,12249689.822376646
8392853.386717109,33539458.542305484,1571934.2428203919,14878353.058854783
7518742.6753382068,33948066.097543448,1826501.4370900227,15989342.134196062
6248696.9089993257,29850448.198499002,2014576.0947099631,14730839.525250351
5210420.4313113084,27290864.632833716,2697781.7157669719,14623313.555454545
5490417.5291064177,29649927.78562241,2824468.9328917102,17587880.730655462
5412833.8258462297,37223225.95035319,4080195.0447564647,23009852.357271478
14856361.320580514,60817276.016027972,6125383.2699147528,32192174.877629977
16856021.126255766,57179743.729239859,6459549.3249947559,28891189.154420864
14204355.29256862,48148649.176577538,6548142.2952404832,25666246.88205744
12123065.082323922,49111618.157025255,5880104.0809078244,28366755.975863662
12876165.737365512,50425613.481276236,6874886.9977260986,27788363.769146517
12120687.199484419,58908925.760452472,6462936.068163109,32972026.967387307
11335438.915215958,49649292.982879065,5359852.9162028804,29373276.464802265
9212686.2635713425,40758930.736434169,4386793.4171388028,24770085.963109732
7489988.6415916514,33863111.709037706,3656381.9171973411,21252933.37734833
6202104.3948189681,28600511.168966681,3110117.7788489577,18511631.273367405
5213906.6996842138,24730839.608361561,2702200.588721029,16464918.673166975
4565250.2672199253,22278330.661881559,2414445.9990756498,14980470.985304335
5151642.1346716257,22345405.380916905,2311210.349587915,14945946.437885853
7727044.9126197435,49613161.145019241,2783016.869302304,17004733.260624554
8700283.9134924859,74856677.087413743,2601593.9773416338,28574157.499846157
9718651.1381754708,69023290.109315664,3390088.5269889492,30250800.080989599
10704488.567079969,69491750.043524414,4087246.5327031771,32354414.801008433
22374388.49916172,60321517.468944833,3569005.6696942369,29540431.277026139
25990390.961427033,51398493.905058652,3484006.7020907849,26110835.906659696
19922159.329188429,42408965.135423198,3001772.0090494989,22463155.603723086
14877593.412892111,35377250.981744394,2635382.5280572958,19679261.957227547
11035182.716617111,30075012.028360464,2361944.7566197142,17595334.347922448
8149693.9991689334,26270081.608886849,2157164.3050518557,16157045.486674175
8757264.6428866778,24177994.930571895,2496508.2076619561,15312668.871183891
26277681.66426526,23256541.450387284,2496118.5517870751,14898445.151086934
42420894.802717507,40278883.996998385,2757490.5660821693,33148414.096847977
35641922.901916169,37303579.273063071,3227967.0913364203,29230975.031763319
31522818.52406317,39811461.070306316,3111398.8658766393,27341737.27594278
25227994.301571824,38888432.300332382,2879975.9411300696,24056649.213668887
19856620.766055673,34406805.145716734,3046586.4680388821,21497341.623802204
16987180.095294639,33535299.258876521,3237321.9029836208,19895139.858922444
14505418.799502874,31221048.547919255,2859365.9846431073,19430341.536402773
13471417.846046239,28323292.447016787,2540369.122433133,17736403.648427304
11816652.659950756,25368042.211909387,2302035.8689868231,16315139.918807812
8932787.5396449789,22746555.570756219,2123313.9275156995,15335786.813869063
6619164.1996642314,20775634.636040241,1995043.6721571139,16996334.647902697
6280265.82755093,20952537.552690387,2067669.1011521867,33635034.034675419
6285575.1976226494,20530815.46768944,1991595.8396176819,29871303.238030452
5052922.274341682,23593348.926456034,2081580.5316709275,25761022.977847908
3761020.9989608536,21620817.871136259,1977452.8441314197,22479623.806122057
3248778.7053877558,19920347.601428539,1947298.2043062139,19982597.070323262
3058184.9893063335,18829489.027867701,1919448.9632352099,18113902.952125032
2993859.6137523018,18155429.366226353,1893059.9595683252,16793464.205977093
2957323.6965212505,17979731.103312563,1869126.9484304846,16161235.643114418
2922440.8323074756,17772715.305699043,1846882.8578157625,15569351.979546774
2936098.7535142875,17610143.321270715,1826500.5739466862,15461154.160590379
2933734.7741674059,18174393.831593357,1810258.5868202194,19757611.166699409
7660120.3966216836,29364260.821293537,1819455.5122149787,41581240.556953661
16559873.495535156,32950851.525264513,2149273.848823342,45157290.221727014
12863228.061406992,30072171.783150624,2075657.8653936272,62916582.786618471
9579117.4160662722,26405697.145233363,2010646.7212087433,72986040.754561096
7107839.6850119857,23834450.363525603,1949811.5441540771,54330713.672328845
5849030.2798271086,22818737.398689587,1919506.1003370017,43280189.448826827
6244612.6116881277,26210748.663524821,1938361.8262760583,55843904.527862579
14233114.184797149,26016578.106877327,1963590.2173542825,57279531.546474382
13513441.110735264,23930788.873965252,1937208.2088743721,46835487.089632392
12608730.197568301,22442962.393051893,1918440.349412743,35314226.884251609
9538724.5010673665,21016147.349189527,1893632.7215790027,27399215.571974106
7486209.2882813849,20159273.998176083,1874543.3315186272,27274772.792278726
6549247.0402125474,19454204.878811345,1956550.4130708645,24608949.550595798
5004188.7673396142,18670309.637152601,1928486.7142173031,19336835.913841244
3726834.9305406059,18365260.73792205,1903059.5632905837,17056632.915477339
3238654.311146779,18142367.817098178,1876756.207583582,16357786.545509934
3049448.9177569808,17897201.613800701,1850499.5170362545,16093822.068501061
2995762.7624847349,17674350.040863398,1827705.2992306959,15849467.4553001
2958794.2045390415,17468966.452788427,1808261.3385955312,15629574.1958768
2924157.4194064466,17320342.937335063,1789729.6263273149,15420534.825124973
2892980.1018212507,17154107.735664871,1771219.311681564,15239296.900476137
2871600.8677914282,16994513.444819085,1755136.5890730293,15063827.566198949
2847831.8782885093,16850284.94695973,1742887.990912322,14920735.592490766
3468921.8812315878,16742148.207175439,1731853.5934210524,14769334.473750828
4438393.6966534238,16786436.016259626,1718279.5179753096,14748060.496148681
4184587.0439280174,17099232.601582509,1718611.0510965665,14824286.761336291
3822554.1399200102,17121298.186415214,1712605.7659835781,14776707.754079126
3494391.425906287,16979430.008134484,1736830.497069326,14638553.375241483
3239895.224956525,16822375.946708027,1741477.3908552385,14525100.042034747
3062646.8853392862,16685141.687864471,1732379.9769904544,14398940.30678612
2999134.417124765,16557086.751971785,1719010.3330370602,14267268.948253645
2960590.4539938816,16443276.783118911,1704378.8753259121,14138792.878222063
2925988.6124323434,16354096.530658329,1693570.042619732,14184239.471065812
2962410.5053090816,16275540.841285724,1712015.5882175397,14218387.380295828
3062304.7716097231,16334069.257802337,1708638.9266023405,14098275.741917472
3511084.0731186173,16412886.529939281,1726761.5787710559,14050245.58263984
3346686.8955429038,16513918.794124864,1772734.8816391872,14230466.388531446
3435646.619301673,16952499.657050043,1807193.1177958457,14184969.189301401
3235938.9011627585,16899692.883931912,1874468.4159145986,14091440.889445001
3628669.0909536434,17606516.723684315,1910683.2790402132,14283697.733124111
3368453.821205142,17387195.59439791,1889798.4272103717,14317556.244030295
3150888.29481922,17207869.323053341,1879126.1005390789,14259114.44817639
3019957.8031672202,17028978.817677394,1880573.6199054604,14116477.996455539
2976862.8796824631,16852920.614809684,1863049.4033722926,13978569.121317536
2941935.5643778183,16702670.712557303,1837422.0462168278,13843840.102526691
2909121.227019636,16566711.073985394,1812842.0985132707,13720082.637691464
2878306.6167957536,16441319.785635445,1786557.2388640987,13602967.462118724
2852034.6752725425,16327133.494646056,1764542.4688701497,13495175.683858851
2825953.3191956417,16222524.56229198,1745565.5014592696,13411373.436293297
2844614.4676506678,16157430.136963876,1727403.56180339,13384711.639340583
2830535.1782515245,16933022.226540878,1724273.4066318348,13523078.655249149
2810518.1480908161,16830733.461428139,1711678.8672472173,13556548.214403821
2788190.2551279892,16682479.021230498,1696010.0988574803,13447605.641937599
2766212.6018379307,16673423.43780103,1682247.1020522078,13334486.839850191
2746615.5863309666,16544962.01161701,1667958.9874986855,13250041.193185903
2764930.2880882816,16965743.627736319,1686715.3296471103,13796813.997092459
3089883.3423875128,17189695.040887009,1698432.9705454502,13934724.585578231
2997693.9664687184,17237268.024279431,1689950.220290005,13797549.591056466
3046902.8349054926,18149849.890160613,1775859.4868842429,14619521.653829934
3227427.4195514941,18285850.552845255,1827144.6834456471,14708750.375940789
3052367.7103512338,17899533.735605747,1809392.1516264104,14523615.556416996
2980683.4664423778,17647444.132438626,1784984.9056626563,14310634.389662359
2940287.1096265898,17400941.406875294,1760808.5487384012,14099623.343677726
2901692.6517963074,17174207.565255906,1734377.5902096487,13905348.405372294
2870229.7521342593,16984927.611860126,1716706.0591422694,13736988.27060069
2842305.2528232811,16812852.268623278,1699173.0949505635,13579493.606565341
2879157.770262958,16743840.795350194,1708194.7304843352,13881638.419706695
3570575.4469689345,17662495.275924604,2902535.4316049032,14521756.841627682
5314639.3326000171,23687812.638032466,2731541.7374485382,20159890.230659049
4654719.8252723189,21571372.557106767,2423809.2208882011,18290644.668266632
4111396.8076197403,19859974.085103642,2188303.6165951043,16680388.06102317
3699898.92572064,18803266.421786875,2011403.4439690707,15467171.837620378
3379523.9433403811,18083361.803782221,1892501.1610988826,14857956.995155038
3160356.4925586595,17642605.160055276,1849893.3750121975,14623591.42938678
3006843.677224989,17412564.268107865,1821118.2948997663,14393559.942401005
2973834.6560990885,17279908.27789782,1794182.0791777582,14188597.050354024
2940580.2097455934,17109962.808646303,1779161.5906888784,14000993.921685066
2906749.2953225723,16926724.201724108,1759716.9003100637,13817975.395026712
2875482.6513121016,16757220.494589016,1739254.0287368428,13653083.389728092
2847542.6358165196,16600226.636933263,1719624.5763029011,13495663.520904757
2838462.512149394,16461226.274326982,1701457.9704655469,13346378.731441842
2813255.7614206728,16329332.802975589,1684828.709424492,13209591.359031938
2789203.7275469392,16209804.549321454,1669860.5402511796,13082273.30465881
2766916.9280960313,16098781.424708487,1655956.8344560859,12962074.221105184
2746376.7454822864,15997100.46958936,1643247.099611175,12849842.12463286
2727709.0725104054,15904514.844725253,1635160.9104867657,12747209.437997811
2710514.6744382996,15828828.217557544,1624262.3814237481,12648895.533177806
