c0,c1,c2,c3
1952800.2285739072,0,557669.37332928169,4697031.2045495668
1953224.8204172268,0,580141.26524504425,5089796.5343334451
2151459.4572670087,0,771328.7425574346,6764628.8149652965
2034260.4380906741,0,719767.08327590418,6271939.4916308196
1952890.6445856702,0,689966.88536732807,5816931.4497225527
1938730.9451247638,0,674698.9280513397,5400487.4511547107
1925297.3536295304,0,631601.1564925079,5021032.3805273362
1913022.3757832027,0,628488.32598758419,5214643.3164796084
1899853.9410087778,0,647373.75543342321,5159324.8138278052
1885920.4908953924,0,627361.49909520429,5695769.1916234698
1872068.0542523488,0,586021.17245577066,5290296.2973145824
1858314.5678041738,0,551584.19251304993,4913902.7079992024
1845106.0921082841,0,523956.34646317997,4573550.9799374295
1831707.5929262545,0,499945.68931849336,4275440.1212548735
1818260.5248281457,0,485164.66809294361,4006128.6180749126
1804932.1824238144,0,473944.03765089827,3773972.7744848747
1791646.4041787162,0,470450.55274447799,3703299.9627868724
1778485.8371239558,0,467154.25918976066,3676045.3950200556
1766203.7592065814,0,463715.35932949884,3649783.385188085
1753232.1447125992,0,460534.45266055112,3623169.7680129432
1740356.4594133161,0,457477.71756672132,3596559.2824973343
1727576.8443791051,0,454157.60380308481,3570144.9687830135
1819106.934021136,0,452493.6993971052,5151780.3297878364
1731094.1342204234,0,449180.91255316639,5437248.2826960869
1718407.9109983689,0,445904.90734826337,5043799.383557748
1705770.974646331,0,442624.42066040885,4674653.8905583574
1693231.1977415858,0,439406.54395314015,4342602.6007636599
1680796.5175377845,0,436174.33289552294,4044155.6083814381
1668467.2049349302,0,435782.75466992665,3811892.1443978404
1657998.3004172286,0,433274.57906376361,3730737.1017045989
1645831.0836949446,0,438846.39495746914,3620208.860067348
1633746.126475913,0,433125.16182826209,3542108.6463920758
1621743.5382203537,0,430028.66429554118,3516104.3866043892
1610910.7647484706,0,427067.6538452708,3490247.3385216203
1599187.1266080996,0,425313.78981878451,3464592.3821322192
1593028.6535244714,0,580130.63701581699,3448895.5822642632
1581360.0858771012,0,655977.492228913,3434915.4018273647
1569747.8858797338,0,613254.87385151512,3409787.446710011
1558434.1178645389,0,570309.00978495087,3395239.9474739144
1547261.238285226,0,540936.42707744322,3379719.5604228927
1535910.8686350188,0,525500.85937143245,3361923.0934761907
1524882.2436088903,0,492850.14036576671,3341742.0367993433
1513790.3163396453,0,464748.86516182625,3317245.8096858198
1503304.4933599923,0,435369.94566154783,3294017.79090667
1493191.1471106734,0,445679.78940864466,3422217.5303871222
1483102.0437126863,0,455933.82106508373,3308808.3953527212
1477169.8235800143,0,814059.50156304904,3936584.7091437196
1498095.1520862551,0,783752.88995442959,3708535.7126020477
2433858.3362008864,0,836604.93587606144,4466014.1192549914
2572033.6679199729,0,859801.42956990097,5402020.8785416186
2632619.4349763505,0,1217433.0671555256,8405975.8863129914
2643425.0122658461,0,1677446.0998244749,8937664.4666422214
4540273.8330177208,0,2770141.6298858244,18891937.932185438
5002413.2488701595,0,2613976.5497219893,18004039.406661645
4584986.8109401399,0,2015824.3582544825,13526391.269591413
4222230.7772345562,0,1522871.7929688087,11104357.632382011
3848632.6578434156,0,1338476.8537772861,10142202.757850748
3511748.4057379803,0,1228009.4259621918,9301777.604915075
3206247.6551681357,0,1137916.2058389341,8566549.4574819114
2927425.5366467079,0,1046606.9488736597,7881900.9802214475
2674840.3856586218,0,969428.63930115034,7258489.7401306471
2446513.7805707473,0,893820.80457427504,6681035.2145089749
2238895.8965692897,0,932394.78028041788,6533040.6245158399
2054570.1599447425,0,973635.27491195593,7187149.6868370958
1929514.6969382709,0,934343.48483264353,7093540.8398653483
1929784.2718408071,0,916850.12884612044,7098138.8615047382
2090045.2418152266,0,1142652.7134738567,9181661.7359509654
1973450.070603064,0,1133119.3958342909,8822999.7276658025
2125641.76901103,0,1297638.4854706186,10875387.213043222
2619662.430938716,0,3658406.3889886788,28679931.794580974
2447687.2617985588,0,2793876.4433967723,21997830.750858776
2253396.7655089069,0,2633117.8115818449,16273705.599571276
2069154.6573957803,0,2684009.5610698969,19903635.32085599
1998495.6644153174,0,3053690.9107585032,15792210.686147392
2565894.0963825951,0,2613488.480630226,16439426.030562572
