c0,c1,c2,c3
13018250.430088168,21104685.14245677,1899243.8350335141,15514751.33167704
9484906.8448583633,19909077.271821536,1876114.7849808051,14694037.843220705
7025069.1475096392,19339330.483382374,1856548.0815773839,15391739.718867861
9753266.1784306765,23804220.647169366,1857648.8670520557,17335189.22881126
11385260.872370688,22075757.667754855,1842814.1373384586,16030216.02040877
9470792.3948207553,20566855.178367317,1830115.9214833786,14918777.813255243
9467584.8530249633,19707197.136724379,1813185.0102701201,14395280.734338382
9103647.6872733682,19397598.291871313,1797782.1110255937,15229790.248759048
7035952.7351970179,19032178.630261518,1783911.6484877351,14495736.221218282
7479216.964684058,19601418.135975718,1815135.824026366,18206215.515007127
9487648.356958529,19393843.508241516,1804059.2555511456,18106412.264009126
7248554.3259132905,19034289.803388216,1791443.2401619582,16672430.442065831
10008748.262997147,18821233.137092873,1777413.1508759996,15390344.007520035
8475782.9066732265,18723023.019957598,1768286.0234078662,14683066.879440125
9459639.8485240601,18779827.376156025,1757419.241923485,14381293.579683414
7173210.9814216588,18706286.545749445,1747160.8860514483,15060002.903992757
6978595.8390775565,19189336.380284481,1771401.3535314943,14578386.053860139
6623043.5641706148,19135045.923430722,1761906.6902480896,14348500.493897986
6159498.9208912086,19413847.414520275,1811904.4722403004,14661286.853340782
5943973.1751135392,19664584.241132826,1959924.739664654,16174922.888645049
5508927.1740481304,19606808.319735263,1989247.1892392361,17278580.421733387
5082251.5989678716,19623739.943725828,1954194.940134461,16203148.019984476
4687225.0866916869,19161222.114832915,1925822.0573070017,15255550.92390335
4328761.1706096809,18828085.801795892,1896542.957473055,14524630.302003825
4010826.6857920932,18600632.369248003,1870450.8857590288,13995576.412166161
4097290.43208161,18393041.408657238,1846336.2806043632,13782668.0709568
4570347.7329713479,18223863.947453633,1825895.2557300651,13594366.297272461
4250245.0737089543,18056326.021298528,1809563.4038089353,13451242.803716557
3931060.0216040895,17900406.829454765,1796242.0573225264,13285951.493693126
3641119.4141416214,17756295.677416418,1781652.2057581181,13134359.046518721
3378221.6371600721,17629368.033477854,1783084.8754766458,13009138.357059516
3144876.0692221811,17507971.435930256,1776825.741291859,12874010.051731721
2939244.1594806379,17396495.398354974,1762569.4835577749,12741322.649092244
2747612.9995138398,17295116.263482168,1750627.5072996123,12618698.397630371
2601813.4942100672,17214280.114067115,1737256.1176504565,12510983.596101545
2453094.3648052607,17140337.456771672,1725748.2507745388,12403975.747309841
2312403.4028171315,17072355.714446384,1715085.0805509812,12327425.028428033
2284783.4870736874,17032707.096923355,1706139.0016622157,12256161.980767738
2270086.6203033146,17007000.400035586,1734937.7218998375,12235921.03713966
2257092.6192153837,16991747.509360269,1757739.6254155075,12327771.859946778
2241164.5962291686,16966328.901382819,1745924.7654857517,12224828.502466617
2224862.0227682758,16947693.208066091,1732819.6067348321,12142556.971586995
2208413.2818650627,16928084.164295919,1718415.375614407,12076011.506528124
2192172.9756695782,16908471.566795092,1705959.3446771475,12015263.661734626
2176264.6306171268,16888942.954612345,1695305.9446050017,11957426.775393358
2160540.1630854434,16869457.973646209,1686121.1761234589,11917357.857333135
2145498.4109891728,16850036.276746076,1680923.6444517826,11880996.520256169
2129975.6159420204,16830665.222956076,1677826.4619157489,11844850.294192506
2118627.1425476219,16811301.940168262,1674752.5680625881,11808608.149435896
2144243.7997924006,16791969.053501111,1671626.6353917581,11772511.863153892
2106568.0914900163,16772697.933354627,1668446.6007571798,11736442.103900699
2091103.2320931144,16753486.016919341,1665352.9788818709,11700502.572320912
2075738.6844456831,16734301.861891029,1662257.207319516,11664647.376187412
2060490.8556178997,16715175.515810469,1659184.443096613,11628901.487589866
2045777.1989328195,16696093.100214889,1656110.4415137582,11593225.274993833
2030780.2500273478,16677052.630284782,1653035.3734382077,11557631.83855092
2015835.9091337912,16658054.815891346,1649972.7603722063,11522122.603916561
2001030.509133294,16639101.521584742,1646914.7264661707,11486704.036851322
1986388.8015273395,16620191.778346986,1643866.0571266476,11451365.82808299
1971798.4063724638,16601327.820108853,1640820.1249306656,11416127.724520411
1957660.992965807,16582508.782852661,1637783.3594531689,11380980.272045093
1943304.2589085761,16563729.445844073,1634753.0076955711,11345899.778001003
1929118.0308824317,16544994.88229223,1631729.3761138655,11310911.902898364
1914950.173921267,16526298.587227523,1628715.7684964545,11275995.353618249
2482530.3781600613,16507655.014244273,1625803.2534067691,11241589.927695276
2516246.8309847908,16665737.02333921,1622914.7475384809,11435097.614323985
2676608.2991291657,17757070.402325064,1658524.0438803157,12540113.165988507
2956972.8847322809,18347571.437480055,1646707.181581459,13016664.902280945
2733209.7357744984,18022211.876398858,1635130.2268179057,12813186.528709248
2527664.3556254525,17816005.995375521,1624585.4058684593,12599423.042010639
2343407.118137144,17622277.937149011,1614932.8668652948,12401044.929079304
2175572.6073183566,17444919.16288003,1610007.1458615158,12206753.831248319
2026477.1649560272,17284481.370003611,1607028.1164636225,12034154.04834231
1936183.8865446185,17137330.390634805,1604050.9071268439,11875032.708169021
1921963.0715319596,17002349.455556273,1601081.0448935139,11728008.142061351
1907850.9915828591,16878498.115976907,1598115.5117829498,11590709.327410268
1893848.5598262451,16764991.377605066,1595156.374113966,11462482.070581997
1879950.093556786,16661049.488011193,1592203.6847544108,11342700.441732548
1866233.5281893993,16565999.484523814,1589256.8784913104,11230987.546017321
1853123.5209798943,16494745.931924418,1586311.7554197269,11127418.951144291
1839633.4930681593,16436473.526366644,1583374.8303857946,11029841.367258424
1826120.1912271227,16391472.725273237,1580443.6352264774,10947356.533799585
1812713.1786043998,16353141.975172451,1577519.3141453248,10891183.152921282
1799519.2420888024,16322342.855319414,1574598.8302781298,10857800.235421726
1865826.1144837202,16303877.710211119,1571680.6314549658,10824519.573950659
2067303.4187924401,16285809.039728379,1568770.3473439785,10791332.119073052
2400515.3207000904,16267440.730918763,1565873.1681905843,10758304.683875352
2218159.1710980809,16249102.036433198,1562971.144634098,10725288.705835294
2051764.1828361456,16230799.90246794,1560073.8469260666,10692308.531381033
1903869.5582692497,16212540.940219069,1557184.8417839503,10659434.337974124
1815499.9570473342,16194324.739598475,1554320.8610791047,10626640.508352561
1802163.548537303,16176148.9601437,1551926.3034547612,10593926.061907317
1788930.5154042526,16158013.412501965,1549156.5553910674,10561288.74179505
1775790.1734607681,16139918.233157326,1546724.4238897448,10528734.361140409
1763379.9344682978,16121861.796568409,1543863.7731947964,10496252.474636553
1750431.3652038365,16103846.707847323,1541005.7559246146,10463857.035596574
1737734.4072901853,16085903.346626315,1538153.0030680965,10431538.654984236
1724970.2361885712,16067965.433485774,1535303.8097026597,10399295.248185992
1713581.5040776946,16050083.446162097,1532657.629877008,10367176.234373009
1701167.0591300582,16032225.019698309,1530110.7876176867,10335190.910409527
1688693.1742469966,16014593.592485439,1542520.7838404006,10303817.420331204
1677650.7488207642,16002811.081517912,1540350.7034993705,10275787.681823753
1666513.9447589361,16001645.988963418,1545586.7711870547,10286609.406179842
1654354.0934611505,16001454.710638043,1546334.0836505683,10322827.964685058
1642202.4763780301,15966457.387604777,1535549.6614071105,10233796.403360315
1630262.7768743318,15948723.788596602,1525588.771081636,10174653.086224843
1618342.4637150979,15931023.685238931,1517190.1391814079,10143193.994216193
1606445.6338845892,15913359.819879765,1513976.5840189203,10111795.785014536
1594654.6658881174,15895738.769466536,1511173.069624912,10080499.955124388
1582969.9352183689,15878153.919035831,1508376.4181932299,10049299.45338195
1571424.8520172578,15860606.928467756,1505584.3301171362,10018156.091330603
1559874.8141417482,15843095.615447827,1502796.082271267,9987077.558013415
1548590.8731153538,15825621.522866389,1500116.3731858572,9956077.5007348582
1537675.4661237984,15809083.488506647,1497446.9176242808,9926153.5867812298
1526382.9013741673,15791865.132241555,1495427.9951249028,9896022.7451770827
1515172.2429482932,15774497.576221114,1492713.2368677298,9865297.0243357848
1504047.8325556966,15757166.274516437,1489968.9627358185,9834617.7382954415
1493308.0748645149,15739879.629188415,1487216.6717393175,9804010.0307356082
1482521.0635467081,15722618.256279992,1484469.8279507898,9773478.066572696
1471668.9040277579,15709632.310617236,1498253.9591180412,9808628.2945187576
1461521.4422322223,15695636.621816473,1511818.9288723781,9790617.428348612
1454818.3095172036,15759312.429059904,1514720.7310800846,9868764.4209815692
1449176.1323665406,15758380.488116747,1510606.6724440753,9894028.5308019053
1441054.5870693051,15726143.257001918,1500886.2374291888,9848402.308551304
1430472.1201041013,15660719.951139184,1490005.1390523887,9752163.1856878214
1423753.6681715397,15639928.005544936,1480017.272674839,9663132.9755903445
1413304.9744475097,15622782.526327096,1470917.8424588763,9601421.3493754975
1402924.4071749928,15605672.86242242,1467704.1108203758,9564965.5494176373
1392618.9044201053,15588671.890285995,1464986.2734019454,9535458.3411313109
1382390.2979036679,15571818.273560556,1463304.3141805038,9508480.7760141026
1378423.4152581294,15830124.297796113,1474247.9215999823,9627616.884060856
1434673.4088382404,15876904.553694444,1467298.3319886478,9663778.4486415312
1380029.8711273524,15776812.796815395,1458178.8399872666,9567467.94378867
1369896.176262927,15685076.711639162,1454963.9351408333,9477251.7723251265
1359833.7694346677,15601500.281500772,1452267.6305602596,9401837.0162736066
