station_key,reach_id,terminal_tree_id,rows,nse,nse_status,time_r,log_rmse,rmse_mg_l,bias_mg_l,dynamic_eligible,sd_ratio,abs_log_sd_ratio,alpha,delta,nse_identity
三溪桥,95,56,24,0.034750572085032405,defined,0.25177375542689756,0.2584372090855572,0.7995854006133862,0.11982807569005416,True,0.3352067376646495,1.0930078101446883,0.3352067376646495,0.1472358288992379,0.034750572085032544
上中,115,20,24,-0.35235359373481057,defined,0.13309414725874794,0.19921245289923895,0.6246884955630134,-0.31248478400475604,True,0.3110686954096535,1.16774150563294,0.3110686954096535,-0.5817153135166935,-0.3523535937348107
上洞,109,20,19,-0.2186569000496248,defined,-0.4385687468582381,0.3063529500767244,1.0702931181241835,-0.162060481625414,True,0.18034901752855,1.7128613192296285,0.18034901752855,-0.16715336280461188,-0.21865690004962468
上金,108,20,24,-2.3673380184294572,defined,0.08386769884626989,0.5142455541804465,1.4764110400978134,-1.2389151994857872,True,0.14080734846405846,1.9603626458242176,0.14080734846405846,-1.5398472929614253,-2.3673380184294572
东江江口,21,22,24,-0.6511867161030018,defined,-0.10066943766464412,0.21648399442788582,0.5796683103892425,-0.3296319613659483,True,0.2562298026835514,1.3616805704317807,0.2562298026835514,-0.7307147076811842,-0.6511867161030018
乌都河,226,20,20,-0.25702933982105103,defined,-0.09241513285288125,0.24902948125930005,0.850485622223676,-0.35151254320126296,True,0.1330614799040038,2.0169440026499523,0.1330614799040038,-0.4633898938269463,-0.25702933982105114
九甸大桥,158,20,24,-1.0849703490513405,defined,0.6631665588061979,0.22759401949040564,1.4521034249307048,-1.2153707578047508,True,0.40980846568753576,0.8920653852952135,0.40980846568753576,-1.208540404960243,-1.0849703490513387
五马岗,26,26,24,-4.202995835455722,defined,0.17249843397378634,0.3567663811821514,1.1004335156672076,0.9741015715338297,True,0.5672278126351845,0.5669942699960406,0.5672278126351845,2.019143447801745,-4.202995835455723
交州,103,20,24,-0.22229436410948966,defined,-0.16988866629978294,0.1431072816835088,0.2505273773093305,-0.015483022281298803,True,0.3265869403452644,1.1190590859407166,0.3265869403452644,-0.06832638621382632,-0.22229436410948977
京南,85,20,24,-0.3013551009707027,defined,0.4528597202929194,0.21246943083975867,0.501124122084081,0.31235208483981186,True,0.4236670132495347,0.8588074784055773,0.4236670132495347,0.7110448741745931,-0.30135510097070256
从江大桥,172,20,24,-0.31775188243201824,defined,-0.01098314835896428,0.15883712749924256,0.2749717183640241,0.10910742786163714,True,0.3212777371514783,1.1354493051723464,0.3212777371514783,0.4554944741044724,-0.3177518824320183
八角电站,122,20,19,-13.902260195504768,defined,-0.010285859722255814,0.4415867678606086,1.0825679521645213,1.029109296534913,True,0.6496789348807892,0.4312769844613801,0.6496789348807892,3.669715583570415,-13.902260195504766
公庄河口(泰美),23,23,24,-0.40128819068876465,defined,0.20282570200930264,0.2723118761964632,0.8297023172197568,-0.46264082805670226,True,0.2849433054184517,1.2554650468586663,0.2849433054184517,-0.6600629934291646,-0.4012881906887653
公篓,138,20,24,0.054314630712388845,defined,0.38542054233069917,0.07767976140407418,0.1520802760291528,0.047928186416308215,True,0.3678420962288243,1.0001015192318063,0.3678420962288243,0.3064724489587034,0.05431463071238869
六景,144,20,24,-4.747467183237148,defined,0.11703126277178663,0.1988661716725154,0.5615979537713243,-0.4973936300328323,True,0.6197514052634899,0.4784368406010901,0.6197514052634899,-2.123307786929684,-4.747467183237152
兴宁电站,92,22,24,-12.627019161605457,defined,-0.02661660876078832,0.6314908505047487,2.029823553158249,-1.9489646759892783,True,0.22786397999181943,1.479006407034993,0.22786397999181943,-3.5444276315669794,-12.627019161605455
凤山糖厂,176,20,19,-0.3538754223372935,defined,0.02630564906718519,0.21235392300585185,0.48631796154253737,-0.24007057025933742,True,0.1832829477584033,1.6967241576052372,0.1832829477584033,-0.5743914494538956,-0.35387542233729313
刘三姐故居,169,20,19,-1.0438565986563777,defined,0.21635739156993253,0.20275601604364285,0.5141040066234152,-0.3715200987648809,True,0.3690067936612665,0.9969402241049481,0.3690067936612665,-1.0331337181529223,-1.0438565986563786
北江石尾,59,56,24,-3.0285911033740858,defined,0.10953301003484073,0.25373216455275455,0.7302055319700382,-0.6057234307554936,True,0.627674567900198,0.4657334508086009,0.627674567900198,-1.6649678404324324,-3.028591103374085
十里亭,94,56,24,-5.133037835753156,defined,0.015309691657127651,0.372167431500367,1.013548014863924,0.88705336905709,True,0.6752787338876032,0.39262973425274494,0.6752787338876032,2.167420837241624,-5.133037835753157
南岸,10,20,24,-3.886344009172685,defined,0.2359924046123916,0.22517578079312622,0.6843797080000942,-0.6082446341122655,True,0.5230469167000881,0.6480841120571024,0.5230469167000881,-1.9645956661098283,-3.886344009172687
南江口,14,20,24,-0.7799364237168409,defined,0.5364346352977746,0.19811687991303817,0.4992990728973748,0.38646146133107856,True,0.49956471135961744,0.6940181370131933,0.49956471135961744,1.032636988671572,-0.7799364237168416
厂房大桥,210,20,24,-18.721717187381728,defined,-0.08616177262620463,0.41651592329556186,1.7498449980141118,1.6625839497490063,True,0.8757841561544523,0.132635615490453,0.8757841561544523,4.219455067724518,-18.721717187381714
双苏村,168,20,19,-0.669359781022824,defined,0.22200395698788003,0.059451863698573984,0.1856465713131837,-0.1067927947825279,True,0.6297262954683291,0.46247000563558704,0.6297262954683291,-0.7432415708537389,-0.6693597810228228
发耳,208,20,24,-0.2544640490643151,defined,0.29610677979738426,0.16701165517876698,0.5784523831439002,0.29240500359488614,True,0.4430612943593312,0.8140471565231917,0.4430612943593312,0.5661692721758707,-0.25446404906431597
古封,19,20,24,-0.6375830542414187,defined,-0.01897288173545671,0.18013928435547752,0.6093336991608113,-0.3595310115468047,True,0.24145722706195386,1.4210629351910762,0.24145722706195386,-0.7550623702148948,-0.6375830542414183
古市,63,56,19,-0.7503908423316712,defined,-0.0735429086634845,0.2722917526899953,0.6634848489391424,0.3823668346185061,True,0.3441352778196859,1.0667204494352174,0.3441352778196859,0.7624593984485253,-0.7503908423316714
