station_key,reach_id,terminal_tree_id,rows,nse,nse_status,time_r,log_rmse,rmse_mg_l,bias_mg_l,dynamic_eligible,sd_ratio,abs_log_sd_ratio,alpha,delta,nse_identity
三溪桥,95,56,12,-0.3677209502142076,defined,0.2210528779823333,0.18930231571945158,0.5270405843079876,0.21626714345834186,True,0.6526628459704742,0.4266945985547486,0.6526628459704742,0.4798939055788853,-0.3677209502142077
上中,115,20,12,-1.5909450919459527,defined,-0.2984995532564932,0.29904603968542126,0.8880654792929537,-0.599308664950099,True,0.4086648379483369,0.8948599260050396,0.4086648379483369,-1.086262214684916,-1.5909450919459502
上洞,109,20,4,,fewer_than_8,,0.2564163464682388,0.766588166322458,-0.5860088218469206,False,0.9021893285328243,inf,0.9021893285328243,,
上金,108,20,12,-2.3190400402113394,defined,-0.3500749432266838,0.4210859803525847,1.0119732231671,-0.8009375213896556,True,0.2520130742789038,1.3782743107573991,0.2520130742789038,-1.4419023979668995,-2.3190400402113376
东江江口,21,22,12,-1.4561926688415703,defined,-0.5800981875495804,0.3654166165510434,0.9930385375520276,-0.7078432564507396,True,0.15796399027756902,1.845388181566157,0.15796399027756902,-1.117126133299603,-1.456192668841569
乌都河,226,20,4,,fewer_than_8,,0.2468259217077317,0.8361910912645378,-0.6441080363256788,False,0.30390340532414634,inf,0.30390340532414634,,
九甸大桥,158,20,12,-3.020401018269009,defined,0.2921121693299871,0.3496260707771205,2.2957977053962066,-2.017323651782314,True,0.3309034901765148,1.1059285165837076,0.3309034901765148,-1.7618813158571893,-3.0204010182690078
五马岗,26,26,4,,fewer_than_8,,0.30323205744465637,0.8121539305989454,0.637073083124684,False,0.799694664176958,inf,0.799694664176958,,
交州,103,20,12,-0.31010812304131496,defined,0.10860028177299902,0.12900186055947155,0.2373702952375484,-0.03286089268266892,True,0.6533883936064241,0.4255835430485002,0.6533883936064241,-0.15845522221580788,-0.31010812304131463
京南,85,20,12,-1.0469242223244937,defined,-0.27183288527173993,0.19135864929703167,0.5077654399705324,-0.0478966162269174,True,0.7782167259688353,0.250750225513294,0.7782167259688353,-0.13495611795383297,-1.0469242223244932
从江大桥,172,20,12,-0.30056843587636717,defined,-0.12162249030096894,0.1575651936189794,0.3182124881753531,-0.03863777940599935,True,0.42260724832173996,0.8613120222157509,0.42260724832173996,-0.1384718658140862,-0.300568435876367
八角电站,122,20,4,,fewer_than_8,,0.43553680143505485,1.0919078541754892,1.0532621012417747,False,2.1403915262406006,inf,2.1403915262406006,,
公庄河口(泰美),23,23,12,-0.5190418412751694,defined,0.5622486182301571,0.26461442332653706,0.7732666318245467,-0.5485234210515011,True,0.29616776740911993,1.2168292034306412,0.29616776740911993,-0.8742804646126111,-0.5190418412751692
公篓,138,20,12,-0.9845249888104972,defined,-0.45243738184339133,0.18044071280753038,0.3693930867607141,-0.16476425249926485,True,0.4388533801393196,0.8235899077079336,0.4388533801393196,-0.6283512957765571,-0.9845249888104972
六景,144,20,12,-9.79460394806231,defined,0.055197006754637915,0.38228433101985787,1.087243803084535,-1.0195117217187095,True,0.6084579298014702,0.4968275064936054,0.6084579298014702,-3.080836413808163,-9.794603948062303
兴宁电站,92,22,12,-10.24183585873822,defined,0.4539127648880097,0.5610051900282923,1.535224199401549,-1.4786681811528741,True,0.3158734393287946,1.1524136540733385,0.3158734393287946,-3.229368018895594,-10.241835858738218
凤山糖厂,176,20,4,,fewer_than_8,,0.178516869257803,0.3580703678833773,0.13500419925238816,False,0.821976677798609,inf,0.821976677798609,,
刘三姐故居,169,20,6,,fewer_than_8,,0.3330121955878946,0.8197111672491543,-0.678643428754758,False,0.6313638964822338,inf,0.6313638964822338,,
北江石尾,59,56,12,-7.117841067538908,defined,-0.5557760923659446,0.3461719649984558,0.9387060766410471,-0.7974780660310686,True,0.6963388320472209,0.3619189094558012,0.6963388320472209,-2.420523982208456,-7.117841067538911
十里亭,94,56,12,-3.6778262026455693,defined,-0.23767511298759758,0.3287473416227404,0.860498493608997,0.6536524759760868,True,0.7797232574670463,0.24881622037341522,0.7797232574670463,1.6429291578687966,-3.6778262026455706
南岸,10,20,12,-6.568930487177102,defined,-0.12574975335080735,0.3977149843287751,1.21568560731808,-1.0970327942875582,True,0.5232415724467406,0.6477120239553645,0.5232415724467406,-2.4826505486444184,-6.568930487177102
南江口,14,20,10,-0.3980249678587471,defined,-0.023282433177884587,0.12777783110369745,0.36455705389489307,-0.08131641316940572,True,0.550311603986707,0.5972706084829076,0.550311603986707,-0.26373645952475827,-0.39802496785874664
